taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory
7B3QF,Suckleya suckleyana (Torr.) Rydb.,7B3QF,Suckleya suckleyana (Torr.) Rydb.,12,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Amaranthaceae,68Z,Suckleya,7Q4H,Suckleya suckleyana,7B3QF,
988R,Achnatherum hymenoides (Roem. & Schult.) Barkworth,3B4C6,Eriocoma hymenoides (Roem. & Schult.) Rydb.,13,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Eriocoma,8VXGR,Eriocoma hymenoides,3B4C6,
39DQV,Elymus canadensis L.,39DQV,Elymus canadensis L.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Elymus,8VXB4,Elymus canadensis,39DQV,
53Q6M,Symphyotrichum ascendens (Lindl.) G.L.Nesom,53Q6M,Symphyotrichum ascendens (Lindl.) G.L.Nesom,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Symphyotrichum,7QW7,Symphyotrichum ascendens,53Q6M,
53CKM,Suaeda calceoliformis (Hook.) Moq.,53CKM,Suaeda calceoliformis (Hook.) Moq.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Amaranthaceae,68Z,Suaeda,7PW5,Suaeda calceoliformis,53CKM,
3NK4C,Hymenopappus tenuifolius Pursh,3NK4C,Hymenopappus tenuifolius Pursh,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Hymenopappus,5284,Hymenopappus tenuifolius,3NK4C,
44JL5,Muhlenbergia paniculata (Nutt.) P.M.Peterson,44JL5,Muhlenbergia paniculata (Nutt.) P.M.Peterson,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Muhlenbergia,8VZHY,Muhlenbergia paniculata,44JL5,
3475B,Dasiphora fruticosa (L.) Rydb.,3475B,Dasiphora fruticosa (L.) Rydb.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Dasiphora,3ZXG,Dasiphora fruticosa,3475B,
3Y9CV,Marsilea vestita Hook. & Grev.,3Y9CV,Marsilea vestita Hook. & Grev.,12,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Salviniales,3ZT,Marsileaceae,624M2,Marsilea,5LKX,Marsilea vestita,3Y9CV,
CPQH,Ambrosia trifida L.,CPQH,Ambrosia trifida L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Ambrosia,TLT,Ambrosia trifida,CPQH,
5RS4X,Teucrium canadense var. occidentale (A.Gray) E.M.McClint. & Epling,5RS4X,Teucrium canadense var. occidentale (A.Gray) E.M.McClint. & Epling,1,VARIETY,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Teucrium,8W44L,Teucrium canadense,55XD6,
34ZD5,Descurainia sophia (L.) Webb ex Prantl,34ZD5,Descurainia sophia (L.) Webb ex Prantl,14,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Descurainia,C6XXD,Descurainia sophia,34ZD5,
73QWD,Muhlenbergia asperifolia (Nees & Meyen ex Trin.) Parodi,73QWD,Muhlenbergia asperifolia (Nees & Meyen ex Trin.) Parodi,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Muhlenbergia,8VZHY,Muhlenbergia asperifolia,73QWD,
4L9VH,Polygonum ramosissimum Michx.,4L9VH,Polygonum ramosissimum Michx.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Polygonaceae,627KD,Polygonum,63NFC,Polygonum ramosissimum,4L9VH,
5FGGH,Agropyron cristatum subsp. pectinatum (M.Bieb.) Tzvelev,5TTSM,Agropyron cristatum (L.) Gaertn.,1,SUBSPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Agropyron,8VTGH,Agropyron cristatum,5TTSM,
3QF3C,Iva axillaris Pursh,3QF3C,Iva axillaris Pursh,10,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Iva,55X9,Iva axillaris,3QF3C,
6NH9V,Juncus torreyi Coville,6NH9V,Juncus torreyi Coville,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Juncaceae,BJG,Juncus,56Y4,Juncus torreyi,6NH9V,
63ZXV,Abronia fragrans Nutt. ex Hook.,63ZXV,Abronia fragrans Nutt. ex Hook.,39,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Nyctaginaceae,DG4,Abronia,LRK,Abronia fragrans,63ZXV,
39DT8,Elymus elymoides (Raf.) Swezey,39DT8,Elymus elymoides (Raf.) Swezey,23,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Elymus,8VXB4,Elymus elymoides,39DT8,
6GPT8,Erigeron radicatus Hook.,6GPT8,Erigeron radicatus Hook.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Erigeron,633LL,Erigeron radicatus,6GPT8,
4DRQF,Paronychia sessiliflora Nutt.,4DRQF,Paronychia sessiliflora Nutt.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Caryophyllaceae,7RZ,Paronychia,6J3Y,Paronychia sessiliflora,4DRQF,
97H4,Achillea millefolium L.,97H4,Achillea millefolium L.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Achillea,MRG,Achillea millefolium,97H4,LC
3ZSHW,Mentzelia decapetala (Pursh) Urb. & Gilg,3ZSHW,Mentzelia decapetala (Pursh) Urb. & Gilg,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Cornales,ZT,Loasaceae,C5K,Mentzelia,5P5Z,Mentzelia decapetala,3ZSHW,
6H3BP,Eriogonum flavum Nutt.,6H3BP,Eriogonum flavum Nutt.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Polygonaceae,627KD,Eriogonum,62RM7,Eriogonum flavum,6H3BP,
GVZC,Artemisia absinthium L.,GVZC,Artemisia absinthium L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Artemisia,62CHR,Artemisia absinthium,GVZC,
VJJ3,Cirsium undulatum (Nutt.) Spreng.,VJJ3,Cirsium undulatum (Nutt.) Spreng.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Cirsium,3Q7P,Cirsium undulatum,VJJ3,
38GX2,Echinocereus viridiflorus Engelm.,38GX2,Echinocereus viridiflorus Engelm.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Cactaceae,7HS,Echinocereus,632YF,Echinocereus viridiflorus,38GX2,LC
6GGP6,Eremogone fendleri (A.Gray) Ikonn.,6GGP6,Eremogone fendleri (A.Gray) Ikonn.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Caryophyllaceae,7RZ,Eremogone,4DTC,Eremogone fendleri,6GGP6,
3RB96,Kochia scoparia (L.) Schrad.,BSH34,Bassia scoparia (L.) Beck,2,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Amaranthaceae,68Z,Bassia,38G8,Bassia scoparia,BSH34,
39DWZ,Elymus lanceolatus (Scribn. & J.G.Sm.) Gould,39DWZ,Elymus lanceolatus (Scribn. & J.G.Sm.) Gould,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Elymus,8VXB4,Elymus lanceolatus,39DWZ,
6K7MT,Gaillardia aristata Pursh,6K7MT,Gaillardia aristata Pursh,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Gaillardia,4LQ2,Gaillardia aristata,6K7MT,
6ZD3K,Sporobolus cryptandrus (Torr.) A.Gray,6ZD3K,Sporobolus cryptandrus (Torr.) A.Gray,10,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Sporobolus,8W3QZ,Sporobolus cryptandrus,6ZD3K,
4V9YT,Schizachyrium scoparium (Michx.) Nash,4V9YT,Schizachyrium scoparium (Michx.) Nash,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Schizachyrium,8W3DM,Schizachyrium scoparium,4V9YT,
6DS98,Dyssodia papposa (Vent.) A.Hitchc.,6DS98,Dyssodia papposa (Vent.) A.Hitchc.,10,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Dyssodia,497N,Dyssodia papposa,6DS98,
6G4VY,Epilobium ciliatum Raf.,6G4VY,Epilobium ciliatum Raf.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Myrtales,3LY,Onagraceae,DL8,Epilobium,4D6C,Epilobium ciliatum,6G4VY,LC
65KBQ,Agalinis tenuifolia (Vahl) Raf.,65KBQ,Agalinis tenuifolia (Vahl) Raf.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Orobanchaceae,DQG,Agalinis,QGN,Agalinis tenuifolia,65KBQ,
VK8F8,Ranunculus sceleratus var. multifidus Nutt.,5R5QS,Ranunculus sceleratus var. multifidus Nutt. ex Torr. & A.Gray,1,VARIETY,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Ranunculaceae,FJR,Ranunculus,774N,Ranunculus sceleratus,4RHPH,
4592T,Myriophyllum sibiricum Kom.,4592T,Myriophyllum sibiricum Kom.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Saxifragales,424,Haloragaceae,625JL,Myriophyllum,5WJZ,Myriophyllum sibiricum,4592T,LC
6ZPKQ,Stephanomeria pauciflora (Torr.) A.Nelson,6ZPKQ,Stephanomeria pauciflora (Torr.) A.Nelson,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Stephanomeria,7N3B,Stephanomeria pauciflora,6ZPKQ,
3K5ZR,Helianthus pumilus Nutt.,3K5ZR,Helianthus pumilus Nutt.,13,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Helianthus,62TKF,Helianthus pumilus,3K5ZR,
LMZS,Berula erecta (Huds.) Coville,LMZS,Berula erecta (Huds.) Coville,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Apiaceae,6KC,Berula,39TJ,Berula erecta,LMZS,LC
4CD8S,Panicum capillare L.,4CD8S,Panicum capillare L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Panicum,8W23T,Panicum capillare,4CD8S,
67YHM,Bacopa rotundifolia (Michx.) Wettst.,67YHM,Bacopa rotundifolia (Michx.) Wettst.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Plantaginaceae,6262K,Bacopa,374P,Bacopa rotundifolia,67YHM,LC
RQHK,Castilleja sessiliflora Pursh,RQHK,Castilleja sessiliflora Pursh,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Orobanchaceae,DQG,Castilleja,3J6L,Castilleja sessiliflora,RQHK,
77VB3,Potentilla norvegica L.,77VB3,Potentilla norvegica L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Potentilla,6V7H,Potentilla norvegica,77VB3,LC
5ND68,Cryptantha cinerea var. jamesii (Torr.) Cronquist,6SSQG,Oreocarya suffruticosa (Torr.) Greene,10,VARIETY,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Boraginales,TW,Boraginaceae,622G7,Oreocarya,69K4,Oreocarya suffruticosa,6SSQG,
4HG2H,Physaria brassicoides Rydb.,4HG2H,Physaria brassicoides Rydb.,15,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Physaria,C823G,Physaria brassicoides,4HG2H,
MRJ8,Bouteloua gracilis (Kunth) Lag. ex Griffiths,MRJ8,Bouteloua gracilis (Kunth) Lag. ex Griffiths,62,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Bouteloua,8VVPJ,Bouteloua gracilis,MRJ8,LC
48XTN,Oenothera curtiflora W.L.Wagner & Hoch,48XTN,Oenothera curtiflora W.L.Wagner & Hoch,11,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Myrtales,3LY,Onagraceae,DL8,Oenothera,63FVB,Oenothera curtiflora,48XTN,
3DTR4,Fallopia convolvulus (L.) Á.Löve,3DTR4,Fallopia convolvulus (L.) Á.Löve,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Polygonaceae,627KD,Fallopia,7NF2B,Fallopia convolvulus,3DTR4,
VLG67,Townsendia exscapa (Richardson) Porter,VLG67,Townsendia exscapa (Richardson) Porter,2,SPECIES,PROVISIONALLY_ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Townsendia,647Z8,Townsendia exscapa,VLG67,
78MMZ,Puccinellia distans (Jacq.) Parl.,78MMZ,Puccinellia distans (Jacq.) Parl.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Puccinellia,8W2WX,Puccinellia distans,78MMZ,
6GNLN,Erigeron bellidiastrum Nutt.,6GNLN,Erigeron bellidiastrum Nutt.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Erigeron,633LL,Erigeron bellidiastrum,6GNLN,
57WGC,Tragopogon dubius Scop.,57WGC,Tragopogon dubius Scop.,36,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Tragopogon,7YH9,Tragopogon dubius,57WGC,
VJ8N,Cirsium ochrocentrum A.Gray,VJ8N,Cirsium ochrocentrum A.Gray,17,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Cirsium,3Q7P,Cirsium ochrocentrum,VJ8N,
GW56,Artemisia biennis Willd.,GW56,Artemisia biennis Willd.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Artemisia,62CHR,Artemisia biennis,GW56,
6HSTR,Festuca octoflora Walter,6HSTR,Festuca octoflora Walter,8,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Festuca,8VXP2,Festuca octoflora,6HSTR,LC
3NK3G,Hymenopappus filifolius Hook.,3NK3G,Hymenopappus filifolius Hook.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Hymenopappus,5284,Hymenopappus filifolius,3NK3G,
CPN9,Ambrosia acanthicarpa Hook.,CPN9,Ambrosia acanthicarpa Hook.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Ambrosia,TLT,Ambrosia acanthicarpa,CPN9,
R98S,Carex filifolia Nutt.,R98S,Carex filifolia Nutt.,21,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Cyperaceae,8W5,Carex,8VRHY,Carex filifolia,R98S,
34J9R,Delphinium geyeri Greene,34J9R,Delphinium geyeri Greene,16,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Ranunculaceae,FJR,Delphinium,42R2,Delphinium geyeri,34J9R,
8R3GX,Cycloloma atriplicifolium (Spreng.) J.M.Coult.,8RT6K,Dysphania atriplicifolia (Spreng.) G.Kadereit, Sukhor. & Uotila,2,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Amaranthaceae,68Z,Dysphania,496Y,Dysphania atriplicifolia,8RT6K,
7MQKJ,Symphyotrichum laeve var. geyeri (A.Gray) G.L.Nesom,7MQKJ,Symphyotrichum laeve var. geyeri (A.Gray) G.L.Nesom,1,VARIETY,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Symphyotrichum,7QW7,Symphyotrichum laeve,53Q86,
4TPYM,Rumex triangulivalvis (Danser) Rech.fil.,4TPYM,Rumex triangulivalvis (Danser) Rech.fil.,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Polygonaceae,627KD,Rumex,7B4R,Rumex triangulivalvis,4TPYM,
4Y76S,Solidago canadensis L.,4Y76S,Solidago canadensis L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Solidago,7JH2,Solidago canadensis,4Y76S,
4SMXR,Rhus aromatica Aiton,4SMXR,Rhus aromatica Aiton,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Sapindales,3ZY,Anacardiaceae,6CK,Rhus,63QFF,Rhus aromatica,4SMXR,
H6MT,Asclepias pumila (A.Gray) Vail,H6MT,Asclepias pumila (A.Gray) Vail,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Apocynaceae,6L2,Asclepias,33PC,Asclepias pumila,H6MT,
9CPJC,Astragalus drummondii Douglas ex Hook.,9CPJC,Astragalus drummondii Douglas ex Hook.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Astragalus,34JM,Astragalus drummondii,9CPJC,
4VMBH,Scirpus microcarpus J.Presl & C.Presl,4VMBH,Scirpus microcarpus J.Presl & C.Presl,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Cyperaceae,8W5,Scirpus,8W3GB,Scirpus microcarpus,4VMBH,LC
Q9DB,Camelina microcarpa Andrz. ex DC.,Q9DB,Camelina microcarpa Andrz. ex DC.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Camelina,C6MVF,Camelina microcarpa,Q9DB,
4JLG8,Plantago eriopoda Torr.,4JLG8,Plantago eriopoda Torr.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Plantaginaceae,6262K,Plantago,6RHN,Plantago eriopoda,4JLG8,LC
4JLSL,Plantago patagonica Jacq.,4JLSL,Plantago patagonica Jacq.,48,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Plantaginaceae,6262K,Plantago,6RHN,Plantago patagonica,4JLSL,
4TCRQ,Rorippa sinuata (Nutt.) Hitchc.,4TCRQ,Rorippa sinuata (Nutt.) Hitchc.,17,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Rorippa,C86QT,Rorippa sinuata,4TCRQ,
GP8K,Aristida purpurea Nutt.,GP8K,Aristida purpurea Nutt.,20,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Aristida,8VV79,Aristida purpurea,GP8K,LC
6NMHX,Krascheninnikovia lanata (Pursh) A.Meeuse & Smit,6NMHX,Krascheninnikovia lanata (Pursh) A.Meeuse & Smit,29,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Amaranthaceae,68Z,Krascheninnikovia,5947,Krascheninnikovia lanata,6NMHX,
4JLPC,Plantago major L.,4JLPC,Plantago major L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Plantaginaceae,6262K,Plantago,6RHN,Plantago major,4JLPC,LC
3RBN5,Koeleria macrantha (Ledeb.) Schult.,3RBN5,Koeleria macrantha (Ledeb.) Schult.,7,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Koeleria,8VYMV,Koeleria macrantha,3RBN5,
57WKK,Tragopogon porrifolius L.,57WKK,Tragopogon porrifolius L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Tragopogon,7YH9,Tragopogon porrifolius,57WKK,
4M5TL,Potentilla pensylvanica L.,4M5TL,Potentilla pensylvanica L.,9,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Potentilla,6V7H,Potentilla pensylvanica,4M5TL,
3BBGR,Erysimum capitatum (Douglas) Greene,3BBGR,Erysimum capitatum (Douglas) Greene,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Erysimum,C74JW,Erysimum capitatum,3BBGR,
6B57Q,Corispermum americanum (Nutt.) Nutt.,6B57Q,Corispermum americanum (Nutt.) Nutt.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Amaranthaceae,68Z,Corispermum,62MR3,Corispermum americanum,6B57Q,
6937F,Bromus tectorum L.,6937F,Bromus tectorum L.,18,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Bromus,8VVRP,Bromus tectorum,6937F,
HY9B,Astragalus hyalinus M.E.Jones,HY9B,Astragalus hyalinus M.E.Jones,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Astragalus,34JM,Astragalus hyalinus,HY9B,
CGYJ,Amaranthus blitoides S.Watson,CGYJ,Amaranthus blitoides S.Watson,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Amaranthaceae,68Z,Amaranthus,T8M,Amaranthus blitoides,CGYJ,
48XV5,Oenothera flava (A.Nelson) Garrett,48XV5,Oenothera flava (A.Nelson) Garrett,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Myrtales,3LY,Onagraceae,DL8,Oenothera,63FVB,Oenothera flava,48XV5,
3L7C7,Heteranthera limosa (Sw.) Willd.,3L7C7,Heteranthera limosa (Sw.) Willd.,9,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Commelinales,ZC,Pontederiaceae,627L9,Heteranthera,8VY7C,Heteranthera limosa,3L7C7,
L2P32,Spergularia salina J.Presl & C.Presl,4YJGZ,Spergularia marina (L.) Besser,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Caryophyllaceae,7RZ,Spergularia,7KBC,Spergularia marina,4YJGZ,
4M5FL,Potentilla hippiana Lehm.,4M5FL,Potentilla hippiana Lehm.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Potentilla,6V7H,Potentilla hippiana,4M5FL,
JLB9,Atriplex canescens (Pursh) Nutt.,JLB9,Atriplex canescens (Pursh) Nutt.,42,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Amaranthaceae,68Z,Atriplex,35CY,Atriplex canescens,JLB9,
58QLV,Triglochin maritima L.,58QLV,Triglochin maritima L.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Alismatales,62287,Juncaginaceae,BJH,Triglochin,8W4CX,Triglochin maritima,58QLV,LC
6QZJY,Mentzelia multiflora (Nutt.) A.Gray,6QZJY,Mentzelia multiflora (Nutt.) A.Gray,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Cornales,ZT,Loasaceae,C5K,Mentzelia,5P5Z,Mentzelia multiflora,6QZJY,
6Y94S,Schoenoplectus acutus (Muhl. ex Bigelow) Á.Löve & D.Löve,6Y94S,Schoenoplectus acutus (Muhl. ex Bigelow) Á.Löve & D.Löve,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Cyperaceae,8W5,Schoenoplectus,8W3FK,Schoenoplectus acutus,6Y94S,LC
HWQX,Astragalus bisulcatus (Hook.) A.Gray,HWQX,Astragalus bisulcatus (Hook.) A.Gray,19,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Astragalus,34JM,Astragalus bisulcatus,HWQX,
4FZWZ,Phemeranthus parviflorus (Nutt.) Kiger,4FZWZ,Phemeranthus parviflorus (Nutt.) Kiger,8,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Montiaceae,CXG,Phemeranthus,6N58,Phemeranthus parviflorus,4FZWZ,
48Y7G,Oenothera serrulata Nutt.,48Y7G,Oenothera serrulata Nutt.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Myrtales,3LY,Onagraceae,DL8,Oenothera,63FVB,Oenothera serrulata,48Y7G,
