taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory
6GNBD,Erigeron canadensis L.,6GNBD,Erigeron canadensis L.,8,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Erigeron,633LL,Erigeron canadensis,6GNBD,
6T7XG,Orophaca triphylla Isely,9DMC9,Astragalus gilviflorus var. gilviflorus,5,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Astragalus,34JM,Astragalus gilviflorus,67VNY,
569KJ,Thelypodium integrifolium (Nutt.) Endl.,569KJ,Thelypodium integrifolium (Nutt.) Endl.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Thelypodium,C8H72,Thelypodium integrifolium,569KJ,
4XSRC,Sisyrinchium montanum Greene,4XSRC,Sisyrinchium montanum Greene,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Asparagales,SP,Iridaceae,BFJ,Sisyrinchium,8W3M4,Sisyrinchium montanum,4XSRC,
6RBJM,Mesynium rigidum (Pursh) Á.Löve & D.Löve,3V4XL,Linum rigidum Pursh,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Malpighiales,MLP,Linaceae,C3F,Linum,62YHH,Linum rigidum,3V4XL,
4PGTR,Psilochenia runcinata (E.James) Á.Löve & D.Löve,5GP6F,Crepis runcinata subsp. runcinata,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Crepis,3VMZ,Crepis runcinata,6BFL4,
78TKC,Rhaponticum repens (L.) Hidalgo,78TKC,Rhaponticum repens (L.) Hidalgo,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Rhaponticum,BV8X2,Rhaponticum repens,78TKC,
7CTGV,Trimorpha lonchophylla (Hook.) G.L.Nesom,6H2BM,Erigeron lonchophyllus Hook.,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Erigeron,633LL,Erigeron lonchophyllus,6H2BM,
TLDF,Chamaesyce serpillifolia (Pers.) Small,3CQQS,Euphorbia serpillifolia Pers.,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Malpighiales,MLP,Euphorbiaceae,N7XM4,Euphorbia,8VRY5,Euphorbia serpillifolia,3CQQS,
76KXK,Penstemon eriantherus Pursh,76KXK,Penstemon eriantherus Pursh,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Plantaginaceae,6262K,Penstemon,6KPY,Penstemon eriantherus,76KXK,
6C6DN,Cynoglossum officinale L.,6C6DN,Cynoglossum officinale L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Boraginales,TW,Boraginaceae,622G7,Cynoglossum,3YKJ,Cynoglossum officinale,6C6DN,
YSBP,Coryphantha vivipara (Nutt.) Britton & Rose,3BHGW,Escobaria vivipara (Nutt.) Buxb.,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Cactaceae,7HS,Escobaria,6344K,Escobaria vivipara,3BHGW,
4GJ74,Phlox bryoides Nutt.,5KDGZ,Phlox hoodii subsp. muscoides (Nutt.) Wherry,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ericales,625QY,Polemoniaceae,627H7,Phlox,6NSB,Phlox hoodii,4GJ8R,
SML6,Ceratocephala orthoceras DC.,SML6,Ceratocephala orthoceras DC.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Ranunculaceae,FJR,Ceratocephala,3KRF,Ceratocephala orthoceras,SML6,
68NTT,Bolophyta alpina Nutt.,4DTRY,Parthenium alpinum (Nutt.) Torr. & A.Gray,7,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Parthenium,6J8P,Parthenium alpinum,4DTRY,
5P6JY,Glyceria striata var. stricta (Scribn.) Fernald,6KMKM,Glyceria striata (Lam.) Hitchc.,1,VARIETY,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Glyceria,8VXWS,Glyceria striata,6KMKM,
3WY49,Machaeranthera pinnatifida (Hook.) Shinners,B4KL4,Sideranthus spinulosus (Pursh) Sweet,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Sideranthus,CQB2V,Sideranthus spinulosus,B4KL4,
CGYW,Amaranthus californicus (Moq.) S.Watson,CGYW,Amaranthus californicus (Moq.) S.Watson,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Amaranthaceae,68Z,Amaranthus,T8M,Amaranthus californicus,CGYW,
5FYFH,Boechera fendleri subsp. spatifolia (Rydb.) W.A.Weber,C6H7R,Boechera perennans subsp. spatifolia (Rydb.) Windham,1,SUBSPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Boechera,C6H6V,Boechera perennans,M95G,
3QTVF,Juncus longistylis Torr.,3QTVF,Juncus longistylis Torr.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Juncaceae,BJG,Juncus,56Y4,Juncus longistylis,3QTVF,
YFG6,Corispermum hyssopifolium L.,YFG6,Corispermum hyssopifolium L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Amaranthaceae,68Z,Corispermum,62MR3,Corispermum hyssopifolium,YFG6,
77W26,Potentilla effusa Douglas ex Lehm.,77W26,Potentilla effusa Douglas ex Lehm.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Potentilla,6V7H,Potentilla effusa,77W26,
9DMB5,Vicia americana subsp. minor (Hook.) Piper & Beattie,5S37K,Vicia americana var. minor Hook.,1,SUBSPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Vicia,9CMDW,Vicia americana,L2ST7,
36XJS,Distichlis stricta (Torr.) Rydb.,36XJR,Distichlis spicata (L.) Greene,5,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Distichlis,8VX32,Distichlis spicata,36XJR,
C6XXZ,Descurainia incana subsp. incisa (Engelm. ex A.Gray) Kartesz & Gandhi,7JPKF,Descurainia incisa subsp. incisa,2,SUBSPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Descurainia,C6XXD,Descurainia incisa,34ZBY,
5BSJ6,Vulpia octoflora (Walter) Rydb.,6HSTR,Festuca octoflora Walter,7,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Festuca,8VXP2,Festuca octoflora,6HSTR,
TXJT,Chenopodium pratericola Rydb.,TXJT,Chenopodium pratericola Rydb.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Amaranthaceae,68Z,Chenopodium,3MS5,Chenopodium pratericola,TXJT,
7K2DQ,Eriogonum flavum subsp. chloranthum (Greene) S.Stokes,5NSP4,Eriogonum arcuatum var. xanthum (Small) Reveal,1,SUBSPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Polygonaceae,627KD,Eriogonum,62RM7,Eriogonum arcuatum,3B4JQ,
4Y9FR,Sonchus uliginosus M.Bieb.,7L46L,Sonchus arvensis subsp. uliginosus (M.Bieb.) Nyman,5,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Sonchus,7JMV,Sonchus arvensis,4Y969,
5D4Y3,Zigadenus venenosus S.Watson,57LL6,Toxicoscordion venenosum (S.Watson) Rydb.,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Liliales,623DL,Melanthiaceae,CK6,Toxicoscordion,8W48Z,Toxicoscordion venenosum,57LL6,
679GF,Antennaria parvifolia Nutt.,679GF,Antennaria parvifolia Nutt.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Antennaria,X99,Antennaria parvifolia,679GF,
XDLV,Comandra umbellata (L.) Nutt.,XDLV,Comandra umbellata (L.) Nutt.,13,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Santalales,3ZX,Comandraceae,8GK,Comandra,3SQ7,Comandra umbellata,XDLV,
79C4X,Salix fragilis L.,79C4X,Salix fragilis L.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Malpighiales,MLP,Salicaceae,FWG,Salix,7BWB,Salix fragilis,79C4X,
KZDL,Batrachium aquatile (L.) Dumort.,6X4PK,Ranunculus aquatilis L.,2,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Ranunculaceae,FJR,Ranunculus,774N,Ranunculus aquatilis,6X4PK,
4DVL6,Pascopyrum smithii (Rydb.) Á.Löve,6F6BK,Elymus smithii (Rydb.) Gould,5,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Elymus,8VXB4,Elymus smithii,6F6BK,
5WK2M,Bidens comosa (A.Gray) Wiegand,LSLN,Bidens tripartita L.,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Bidens,62GF8,Bidens tripartita,LSLN,
RBVQ,Carex simulata Mack.,RBVQ,Carex simulata Mack.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Cyperaceae,8W5,Carex,8VRHY,Carex simulata,RBVQ,LC
3SX78,Leersia oryzoides (L.) Sw.,3SX78,Leersia oryzoides (L.) Sw.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Leersia,8VYRP,Leersia oryzoides,3SX78,LC
3S9TF,Lappula marginata (M.Bieb.) Gürke,3S9TF,Lappula marginata (M.Bieb.) Gürke,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Boraginales,TW,Boraginaceae,622G7,Lappula,62XBL,Lappula marginata,3S9TF,
CWWJW,Symphyotrichum falcatum var. falcatum,CWWJW,Symphyotrichum falcatum var. falcatum,1,VARIETY,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Symphyotrichum,7QW7,Symphyotrichum falcatum,53Q7M,
4BW9Y,Packera neomexicana (A.Gray) W.A.Weber & Á.Löve,4BW9Y,Packera neomexicana (A.Gray) W.A.Weber & Á.Löve,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Packera,6C5T,Packera neomexicana,4BW9Y,
44JP5,Muhlenbergia torreyi (Kunth) Hitchc. ex Bush,44JP5,Muhlenbergia torreyi (Kunth) Hitchc. ex Bush,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Muhlenbergia,8VZHY,Muhlenbergia torreyi,44JP5,
3YNM2,Medicago lupulina L.,3YNM2,Medicago lupulina L.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Medicago,9CLB5,Medicago lupulina,3YNM2,
4V6DF,Schedonnardus paniculatus (Nutt.) Trel.,44JL5,Muhlenbergia paniculata (Nutt.) P.M.Peterson,4,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Muhlenbergia,8VZHY,Muhlenbergia paniculata,44JL5,
5K53L,Padus virginiana subsp. melanocarpa (A.Nelson) W.A.Weber,7MHJV,Prunus virginiana var. melanocarpa (A.Nelson) Taylor & MacBryde,1,SUBSPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Prunus,6Y6H,Prunus virginiana,4N9B5,
5J8DV,Lactuca tatarica subsp. pulchella (Pursh) Stebbins,6NSFB,Lactuca pulchella (Pursh) DC.,1,SUBSPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Lactuca,7NF36,Lactuca pulchella,6NSFB,
5PF6W,Hymenopappus filifolius var. cinereus (Rydb.) I.M.Johnst.,5PF6W,Hymenopappus filifolius var. cinereus (Rydb.) I.M.Johnst.,1,VARIETY,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Hymenopappus,5284,Hymenopappus filifolius,3NK3G,
3XJB3,Maianthemum stellatum (L.) Link,3XJB3,Maianthemum stellatum (L.) Link,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Asparagales,SP,Asparagaceae,6T3,Maianthemum,8VZ4P,Maianthemum stellatum,3XJB3,
69ZF8,Chondrosum hirsutum (Lag.) Sweet,MRJC,Bouteloua hirsuta Lag.,2,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Bouteloua,8VVPJ,Bouteloua hirsuta,MRJC,
7K9D8,Juncus arcticus subsp. ater (Rydb.) Hultén,5J6F2,Juncus balticus subsp. ater (Rydb.) Snogerup,2,SUBSPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Juncaceae,BJG,Juncus,56Y4,Juncus balticus,3QTHL,
6PQZ3,Lesquerella ludoviciana (Nutt.) S.Watson,4HG3W,Physaria ludoviciana (Nutt.) O'Kane & Al-Shehbaz,8,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Physaria,C823G,Physaria ludoviciana,4HG3W,
77VW4,Populus angustifolia E.James,77VW4,Populus angustifolia E.James,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Malpighiales,MLP,Salicaceae,FWG,Populus,63PVP,Populus angustifolia,77VW4,LC
3VX3V,Lomatium orientale J.M.Coult. & Rose,3VX3V,Lomatium orientale J.M.Coult. & Rose,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Apiaceae,6KC,Lomatium,5G9V,Lomatium orientale,3VX3V,
5FXCH,Beckmannia syzigachne subsp. baicalensis (Kuzn.) T.Koyama & Kawano,L65P,Beckmannia syzigachne (Steud.) Fernald,1,SUBSPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Beckmannia,8VVHZ,Beckmannia syzigachne,L65P,
5LY7Z,Achillea millefolium var. occidentalis DC.,5LY7Z,Achillea millefolium var. occidentalis DC.,1,VARIETY,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Achillea,MRG,Achillea millefolium,97H4,
CXFRY,Eremogone hookeri var. hookeri,6GGB9,Eremogone hookeri (Nutt.) W.A.Weber,5,VARIETY,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Caryophyllaceae,7RZ,Eremogone,4DTC,Eremogone hookeri,6GGB9,
5P8QQ,Halerpestes cymbalaria var. saximontanus (Fernald) Moldenke,6L9TY,Halerpestes cymbalaria (Pursh) Greene,1,VARIETY,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Ranunculaceae,FJR,Halerpestes,4SP5,Halerpestes cymbalaria,6L9TY,
9Y7T6,Oxybaphus hirsuta (Pursh) Sweet,D26B5,Mirabilis hirsuta (Pursh) MacMill.,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Nyctaginaceae,DG4,Mirabilis,5TK9,Mirabilis hirsuta,D26B5,
39DXN,Elymus longifolius (J.G.Sm.) Gould,39DXN,Elymus longifolius (J.G.Sm.) Gould,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Elymus,8VXB4,Elymus longifolius,39DXN,
4J72W,Piptatherum micranthum (Trin. & Rupr.) Barkworth,4J6ZC,Piptatheropsis micrantha (Trin. & Rupr.) Romasch., P.M.Peterson & Soreng,2,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Piptatheropsis,8WJV2,Piptatheropsis micrantha,4J6ZC,
4DRMT,Paronychia jamesii Torr. & A.Gray,4DRMT,Paronychia jamesii Torr. & A.Gray,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Caryophyllaceae,7RZ,Paronychia,6J3Y,Paronychia jamesii,4DRMT,
6GP4F,Erigeron flagellaris A.Gray,6GP4F,Erigeron flagellaris A.Gray,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Erigeron,633LL,Erigeron flagellaris,6GP4F,
3TN32,Leptodactylon caespitosum Nutt.,6QF46,Linanthus caespitosus (Nutt.) J.M.Porter & L.A.Johnson,5,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ericales,625QY,Polemoniaceae,627H7,Linanthus,62YPL,Linanthus caespitosus,6QF46,
4HFFT,Physalis heterophylla Nees,4HFFT,Physalis heterophylla Nees,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Solanales,43W,Solanaceae,626XM,Physalis,6PW6,Physalis heterophylla,4HFFT,
4TCVM,Rosa arkansana Port. & Coult.,4TCVM,Rosa arkansana Port. & Coult.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Rosa,63S6D,Rosa arkansana,4TCVM,
CW9X8,Musineon divaricatum var. divaricatum,CW9X8,Musineon divaricatum var. divaricatum,2,VARIETY,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Apiaceae,6KC,Musineon,5VWX,Musineon divaricatum,73R2V,
SVHQW,Spartina pectinata Link,4ZCN5,Sporobolus michauxianus (Hitchc.) P.M.Peterson & Saarela,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Sporobolus,8W3QZ,Sporobolus michauxianus,4ZCN5,
333WX,Cylindropyrum cylindricum (Host) Á.Löve,64XCK,Aegilops cylindrica Host,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Aegilops,8VTBX,Aegilops cylindrica,64XCK,
GWBD,Artemisia filifolia Torr.,GWBD,Artemisia filifolia Torr.,8,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Artemisia,62CHR,Artemisia filifolia,GWBD,
7MQ5K,Thelesperma filifolium var. intermedium (Rydb.) Shinners,56884,Thelesperma filifolium (Hook.) A.Gray,4,VARIETY,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Thelesperma,7VK5,Thelesperma filifolium,56884,
3MGN,Cheilanthes Sw.,3MGN,Cheilanthes Sw.,1,GENUS,ACCEPTED,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Polypodiales,3VL,Pteridaceae,FCF,Cheilanthes,3MGN,,,
9XRJZ,Gaura coccinea Nutt. ex Pursh,48Y8Q,Oenothera suffrutescens (Ser.) W.L.Wagner & Hoch,4,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Myrtales,3LY,Onagraceae,DL8,Oenothera,63FVB,Oenothera suffrutescens,48Y8Q,
73P6D,Monolepis nuttalliana (Roem. & Schult.) Greene,68M42,Blitum nuttallianum Roem. & Schult.,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Amaranthaceae,68Z,Blitum,62HNP,Blitum nuttallianum,68M42,
7N2D6,Tetraneuris acaulis var. caespitosa A.Nelson,7N2D6,Tetraneuris acaulis var. caespitosa A.Nelson,1,VARIETY,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Tetraneuris,63V4X,Tetraneuris acaulis,55Q5Y,
D2P76,Lappula occidentalis var. occidentalis,D2P76,Lappula occidentalis var. occidentalis,9,VARIETY,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Boraginales,TW,Boraginaceae,622G7,Lappula,62XBL,Lappula occidentalis,3S9TW,
6ZPKV,Stephanomeria runcinata Nutt.,6ZPKV,Stephanomeria runcinata Nutt.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Stephanomeria,7N3B,Stephanomeria runcinata,6ZPKV,
34ZCT,Descurainia pinnata (Walter) Britton,34ZCT,Descurainia pinnata (Walter) Britton,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Descurainia,C6XXD,Descurainia pinnata,34ZCT,
4LHJN,Polypogon monspeliensis (L.) Desf.,4LHJN,Polypogon monspeliensis (L.) Desf.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Polypogon,8W2LR,Polypogon monspeliensis,4LHJN,LC
54LM7,Talinum parviflorum Nutt. ex Torr. & A.Gray,4FZWZ,Phemeranthus parviflorus (Nutt.) Kiger,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Montiaceae,CXG,Phemeranthus,6N58,Phemeranthus parviflorus,4FZWZ,
4KLK3,Poa compressa L.,4KLK3,Poa compressa L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Poa,8W2K5,Poa compressa,4KLK3,
4Y96B,Sonchus asper (L.) Hill,4Y96B,Sonchus asper (L.) Hill,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Sonchus,7JMV,Sonchus asper,4Y96B,
6998S,Calylophus serrulata (Nutt.) P.H.Raven,48Y7G,Oenothera serrulata Nutt.,2,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Myrtales,3LY,Onagraceae,DL8,Oenothera,63FVB,Oenothera serrulata,48Y7G,
337YS,Cymopterus acaulis (Pursh) Rydb.,337ZQ,Cymopterus glomeratus DC.,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Apiaceae,6KC,Cymopterus,3YHZ,Cymopterus glomeratus,337ZQ,
57LL6,Toxicoscordion venenosum (S.Watson) Rydb.,57LL6,Toxicoscordion venenosum (S.Watson) Rydb.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Liliales,623DL,Melanthiaceae,CK6,Toxicoscordion,8W48Z,Toxicoscordion venenosum,57LL6,
5GMFZ,Corydalis curvisiliqua subsp. occidentalis (Engelm. ex A.Gray) W.A.Weber,5GMFZ,Corydalis curvisiliqua subsp. occidentalis (Engelm. ex A.Gray) W.A.Weber,1,SUBSPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Papaveraceae,DX3,Corydalis,62LZP,Corydalis curvisiliqua,YP49,
BP89W,Ambrosia artemisiifolia var. elatior (L.) Descourt.,5TZQZ,Ambrosia artemisiifolia L.,1,VARIETY,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Ambrosia,TLT,Ambrosia artemisiifolia,5TZQZ,
74VTC,Orobanche riparia L.T.Collins,5VMS7,Aphyllon riparium (L.T.Collins) A.C.Schneid.,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Orobanchaceae,DQG,Aphyllon,YJZ,Aphyllon riparium,5VMS7,
7KZQJ,Astragalus adsurgens var. robustior Hook.,7JCZJ,Astragalus laxmannii subsp. robustior (Hook.) Podlech,2,VARIETY,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Astragalus,34JM,Astragalus laxmannii,HYQN,
CWWDB,Chrysothamnus nauseosus subsp. nauseosus,CWWD9,Ericameria nauseosa var. nauseosa,1,SUBSPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Ericameria,4DYV,Ericameria nauseosa,6GMVF,
CXGRG,Eriogonum brevicaule var. brevicaule,3B4KJ,Eriogonum brevicaule Nutt.,8,VARIETY,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Polygonaceae,627KD,Eriogonum,62RM7,Eriogonum brevicaule,3B4KJ,
4X2NF,Setaria viridis (L.) P.Beauv.,4X2NF,Setaria viridis (L.) P.Beauv.,7,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Setaria,8W3JT,Setaria viridis,4X2NF,
3XR9F,Malva neglecta Wallr.,3XR9F,Malva neglecta Wallr.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Malvales,3HP,Malvaceae,CDB,Malva,5KQB,Malva neglecta,3XR9F,
3WN4T,Lycopus asper Greene,3WN4T,Lycopus asper Greene,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Lycopus,8VZ38,Lycopus asper,3WN4T,LC
CWW4T,Grindelia squarrosa var. squarrosa,6KSR7,Grindelia squarrosa (Pursh) Dunal,3,VARIETY,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Grindelia,4R57,Grindelia squarrosa,6KSR7,
