label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Abies Mill.,Abies Mill.,Abies Mill.,Plantae Tracheophyta Pinopsida Pinales Pinaceae Abies,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.,Abies concolor,Abies concolor (Gord. & Glend.) Lindl. ex Hildebr.,Plantae Tracheophyta Pinopsida Pinales Pinaceae Abies Abies concolor,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Abies lasiocarpa (Hook.) Nutt.,Abies lasiocarpa,Abies lasiocarpa (Hook.) Nutt.,Plantae Tracheophyta Pinopsida Pinales Pinaceae Abies Abies lasiocarpa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Abies lasiocarpa (Hook.) Nutt. var. arizonica (Merriam) Lemmon,Abies lasiocarpa,Abies lasiocarpa (Hook.) Nutt. var. arizonica (Merriam) Lemmon,Plantae Tracheophyta Pinopsida Pinales Pinaceae Abies Abies lasiocarpa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Abies lasiocarpa (Hook.) Nutt. var. lasiocarpa,Abies lasiocarpa,Abies lasiocarpa (Hook.) Nutt. var. lasiocarpa,Plantae Tracheophyta Pinopsida Pinales Pinaceae Abies Abies lasiocarpa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Abronia Juss.,Abronia Juss.,Abronia Juss.,Plantae Tracheophyta Magnoliopsida Caryophyllales Nyctaginaceae Abronia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Abronia argillosa S.L. Welsh & Goodrich,Abronia glabrifolia,Abronia argillosa S.L. Welsh & Goodrich,Plantae Tracheophyta Magnoliopsida Caryophyllales Nyctaginaceae Abronia Abronia glabrifolia,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Abronia carletonii J.M. Coult. & Fisher,Abronia carletonii,Abronia carletonii J.M. Coult. & Fisher,Plantae Tracheophyta Magnoliopsida Caryophyllales Nyctaginaceae Abronia Abronia carletonii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Abronia elliptica A. Nelson,Abronia elliptica,Abronia elliptica A. Nelson,Plantae Tracheophyta Magnoliopsida Caryophyllales Nyctaginaceae Abronia Abronia elliptica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Abronia fragrans Nutt. ex Hook.,Abronia fragrans,Abronia fragrans Nutt. ex Hook.,Plantae Tracheophyta Magnoliopsida Caryophyllales Nyctaginaceae Abronia Abronia fragrans,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Abronia nana S. Watson,Abronia nana,Abronia nana S. Watson,Plantae Tracheophyta Magnoliopsida Caryophyllales Nyctaginaceae Abronia Abronia nana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Abronia nana S. Watson var. nana,Abronia nana,Abronia nana S. Watson var. nana,Plantae Tracheophyta Magnoliopsida Caryophyllales Nyctaginaceae Abronia Abronia nana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Abutilon Mill.,Abutilon Mill.,Abutilon Mill.,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Abutilon,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Abutilon incanum (Link) Sweet,Abutilon incanum,Abutilon incanum (Link) Sweet,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Abutilon Abutilon incanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Abutilon parvulum A. Gray,Abutilon parvulum,Abutilon parvulum A. Gray,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Abutilon Abutilon parvulum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Abutilon theophrasti Medik.,Abutilon theophrasti,Abutilon theophrasti Medik.,Plantae Tracheophyta Magnoliopsida Malvales Malvaceae Abutilon Abutilon theophrasti,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acarospora A. Massal.,Acarospora A. Massal.,Acarospora A. Massal.,Fungi Ascomycota Lecanoromycetes Acarosporales Acarosporaceae Acarospora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acer L.,Acer L.,Acer L.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Acer glabrum Torr.,Acer glabrum,Acer glabrum Torr.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer Acer glabrum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Acer glabrum Torr. var. glabrum,Acer glabrum,Acer glabrum Torr. var. glabrum,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer Acer glabrum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acer glabrum Torr. var. neomexicanum (Greene) Kearney & Peebles,Acer glabrum,Acer glabrum Torr. var. neomexicanum (Greene) Kearney & Peebles,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer Acer glabrum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Acer grandidentatum Nutt.,Acer grandidentatum,Acer grandidentatum Nutt.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer Acer grandidentatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Acer grandidentatum Nutt. var. grandidentatum,Acer grandidentatum Nutt. var. grandidentatum,Acer grandidentatum Nutt. var. grandidentatum,Plantae Acer Acer grandidentatum Nutt. var. grandidentatum,FORCE_ACCEPTED
Acer negundo L.,Acer negundo,Acer negundo L.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer Acer negundo,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acer negundo L. var. interius (Britton) Sarg.,Acer negundo,Acer negundo L. var. interius (Britton) Sarg.,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer Acer negundo,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Acer negundo L. var. negundo,Acer negundo,Acer negundo L. var. negundo,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer Acer negundo,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Acer negundo L. var. violaceum (G. Kirchn.) H. Jaeger,Acer negundo,Acer negundo L. var. violaceum (G. Kirchn.) H. Jaeger,Plantae Tracheophyta Magnoliopsida Sapindales Sapindaceae Acer Acer negundo,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Achillea L.,Achillea L.,Achillea L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Achillea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Achillea millefolium L.,Achillea millefolium,Achillea millefolium L.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Achillea Achillea millefolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Achillea millefolium L. var. alpicola (Rydb.) Garrett,Achillea millefolium,Achillea millefolium L. var. alpicola (Rydb.) Garrett,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Achillea Achillea millefolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Achillea millefolium L. var. occidentalis DC.,Achillea millefolium,Achillea millefolium L. var. occidentalis DC.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Achillea Achillea millefolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Achnatherum P. Beauv.,Achnatherum P. Beauv.,Achnatherum P. Beauv.,Plantae Tracheophyta Liliopsida Poales Poaceae Achnatherum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Achnatherum aridum (M.E. Jones) Barkworth,Eriocoma arida,Achnatherum aridum (M.E. Jones) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma Eriocoma arida,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum contractum (B.L. Johnson) Barkworth,Eriocoma contracta,Achnatherum contractum (B.L. Johnson) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma Eriocoma contracta,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum hymenoides (Roem. & Schult.) Barkworth,Eriocoma hymenoides,Achnatherum hymenoides (Roem. & Schult.) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma Eriocoma hymenoides,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum lettermanii (Vasey) Barkworth,Eriocoma lettermanii,Achnatherum lettermanii (Vasey) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma Eriocoma lettermanii,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum nelsonii (Scribn.) Barkworth,Eriocoma nelsonii,Achnatherum nelsonii (Scribn.) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma Eriocoma nelsonii,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum nelsonii (Scribn.) Barkworth ssp. dorei (Barkworth & Maze) Barkworth,Achnatherum nelsonii (Scribn.) Barkworth ssp. dorei (Barkworth & Maze) Barkworth,Achnatherum nelsonii (Scribn.) Barkworth ssp. dorei (Barkworth & Maze) Barkworth,Plantae Achnatherum Achnatherum nelsonii (Scribn.) Barkworth ssp. dorei (Barkworth & Maze) Barkworth,FORCE_ACCEPTED
Achnatherum nelsonii (Scribn.) Barkworth ssp. nelsonii,Achnatherum nelsonii (Scribn.) Barkworth ssp. nelsonii,Achnatherum nelsonii (Scribn.) Barkworth ssp. nelsonii,Plantae Achnatherum Achnatherum nelsonii (Scribn.) Barkworth ssp. nelsonii,FORCE_ACCEPTED
Achnatherum nevadense (B.L. Johnson) Barkworth,Eriocoma nevadensis,Achnatherum nevadense (B.L. Johnson) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma Eriocoma nevadensis,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum occidentale (Thurb.) Barkworth,Eriocoma occidentalis,Achnatherum occidentale (Thurb.) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma Eriocoma occidentalis,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum occidentale (Thurb.) Barkworth ssp. pubescens (Vasey) Barkworth,Achnatherum occidentale (Thurb.) Barkworth ssp. pubescens (Vasey) Barkworth,Achnatherum occidentale (Thurb.) Barkworth ssp. pubescens (Vasey) Barkworth,Plantae Achnatherum Achnatherum occidentale (Thurb.) Barkworth ssp. pubescens (Vasey) Barkworth,FORCE_ACCEPTED
Achnatherum pinetorum (M.E. Jones) Barkworth,Eriocoma pinetorum,Achnatherum pinetorum (M.E. Jones) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma Eriocoma pinetorum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum richardsonii (Link) Barkworth,Eriocoma richardsonii,Achnatherum richardsonii (Link) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma Eriocoma richardsonii,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum robustum (Vasey) Barkworth,Eriocoma robusta,Achnatherum robustum (Vasey) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma Eriocoma robusta,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum scribneri (Vasey) Barkworth,Eriocoma scribneri,Achnatherum scribneri (Vasey) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma Eriocoma scribneri,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum speciosum (Trin. & Rupr.) Barkworth,Pappostipa speciosa,Achnatherum speciosum (Trin. & Rupr.) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Pappostipa Pappostipa speciosa,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Achnatherum thurberianum (Piper) Barkworth,Eriocoma thurberiana,Achnatherum thurberianum (Piper) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma Eriocoma thurberiana,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum webberi (Thurb.) Barkworth,Eriocoma webberi,Achnatherum webberi (Thurb.) Barkworth,Plantae Tracheophyta Liliopsida Poales Poaceae Eriocoma Eriocoma webberi,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Achnatherum ×bloomeri (Bol.) Barkworth [hymenoides × occidentale],Achnatherum ×bloomeri (Bol.) Barkworth [hymenoides × occidentale],Achnatherum ×bloomeri (Bol.) Barkworth [hymenoides × occidentale],Plantae Achnatherum Achnatherum ×bloomeri (Bol.) Barkworth [hymenoides × occidentale],FORCE_ACCEPTED
Aconitum L.,Aconitum L.,Aconitum L.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Aconitum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aconitum columbianum Nutt.,Aconitum columbianum,Aconitum columbianum Nutt.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Aconitum Aconitum columbianum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aconitum columbianum Nutt. ssp. columbianum,Aconitum columbianum,Aconitum columbianum Nutt. ssp. columbianum,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Aconitum Aconitum columbianum,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Acorus L.,Acorus L.,Acorus L.,Plantae Tracheophyta Liliopsida Acorales Acoraceae Acorus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Acorus calamus L.,Acorus calamus,Acorus calamus L.,Plantae Tracheophyta Liliopsida Acorales Acoraceae Acorus Acorus calamus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Acroptilon Cass.,Acroptilon Cass.,Acroptilon Cass.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Leuzea,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Acroptilon repens (L.) DC.,Leuzea repens,Acroptilon repens (L.) DC.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Leuzea Leuzea repens,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Actaea L.,Actaea L.,Actaea L.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Actaea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Actaea rubra (Aiton) Willd.,Actaea rubra,Actaea rubra (Aiton) Willd.,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Actaea Actaea rubra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Actaea rubra (Aiton) Willd. ssp. arguta (Nutt.) Hultén,Actaea rubra,Actaea rubra (Aiton) Willd. ssp. arguta (Nutt.) Hultén,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Actaea Actaea rubra,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Adiantum L.,Adiantum L.,Adiantum L.,Plantae Tracheophyta Polypodiopsida Polypodiales Pteridaceae Adiantum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Adiantum aleuticum (Rupr.) Paris,Adiantum aleuticum,Adiantum aleuticum (Rupr.) Paris,Plantae Tracheophyta Polypodiopsida Polypodiales Pteridaceae Adiantum Adiantum aleuticum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Adiantum capillus-veneris L.,Adiantum capillus-veneris,Adiantum capillus-veneris L.,Plantae Tracheophyta Polypodiopsida Polypodiales Pteridaceae Adiantum Adiantum capillus-veneris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Adoxa L.,Adoxa L.,Adoxa L.,Plantae Tracheophyta Magnoliopsida Dipsacales Viburnaceae Adoxa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Adoxa moschatellina L.,Adoxa moschatellina,Adoxa moschatellina L.,Plantae Tracheophyta Magnoliopsida Dipsacales Viburnaceae Adoxa Adoxa moschatellina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Aegilops L.,Aegilops L.,Aegilops L.,Plantae Tracheophyta Liliopsida Poales Poaceae Aegilops,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Aegilops cylindrica Host,Aegilops cylindrica,Aegilops cylindrica Host,Plantae Tracheophyta Liliopsida Poales Poaceae Aegilops Aegilops cylindrica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agalinis Raf.,Agalinis Raf.,Agalinis Raf.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Agalinis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agalinis tenuifolia (Vahl) Raf.,Agalinis tenuifolia,Agalinis tenuifolia (Vahl) Raf.,Plantae Tracheophyta Magnoliopsida Lamiales Orobanchaceae Agalinis Agalinis tenuifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agalinis tenuifolia (Vahl) Raf. var. parviflora (Nutt.) Pennell,Agalinis tenuifolia (Vahl) Raf. var. parviflora (Nutt.) Pennell,Agalinis tenuifolia (Vahl) Raf. var. parviflora (Nutt.) Pennell,Plantae Agalinis Agalinis tenuifolia (Vahl) Raf. var. parviflora (Nutt.) Pennell,FORCE_ACCEPTED
Agastache Clayton ex Gronov.,Agastache Clayton ex Gronov.,Agastache Clayton ex Gronov.,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Agastache,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agastache foeniculum (Pursh) Kuntze,Agastache foeniculum,Agastache foeniculum (Pursh) Kuntze,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Agastache Agastache foeniculum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agastache pallidiflora (A. Heller) Rydb.,Agastache pallidiflora,Agastache pallidiflora (A. Heller) Rydb.,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Agastache Agastache pallidiflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora,Agastache pallidiflora,Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Agastache Agastache pallidiflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora var. greenei (Briq.) R.W. Sanders,Agastache pallidiflora,Agastache pallidiflora (A. Heller) Rydb. ssp. pallidiflora var. greenei (Briq.) R.W. Sanders,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Agastache Agastache pallidiflora,PARTIAL_EXACT_MATCH_PRIMARY_SOURCE_SIMPLE
Agastache urticifolia (Benth.) Kuntze,Agastache urticifolia,Agastache urticifolia (Benth.) Kuntze,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Agastache Agastache urticifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agastache urticifolia (Benth.) Kuntze var. urticifolia,Agastache urticifolia (Benth.) Kuntze var. urticifolia,Agastache urticifolia (Benth.) Kuntze var. urticifolia,Plantae Agastache Agastache urticifolia (Benth.) Kuntze var. urticifolia,FORCE_ACCEPTED
Ageratina Spach,Ageratina Spach,Ageratina Spach,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Ageratina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Ageratina herbacea (A. Gray) R.M. King & H. Rob.,Ageratina herbacea,Ageratina herbacea (A. Gray) R.M. King & H. Rob.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Ageratina Ageratina herbacea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agoseris Raf.,Agoseris Raf.,Agoseris Raf.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agoseris aurantiaca (Hook.) Greene,Agoseris aurantiaca,Agoseris aurantiaca (Hook.) Greene,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris Agoseris aurantiaca,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agoseris aurantiaca (Hook.) Greene var. aurantiaca,Agoseris aurantiaca,Agoseris aurantiaca (Hook.) Greene var. aurantiaca,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris Agoseris aurantiaca,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agoseris aurantiaca (Hook.) Greene var. purpurea (A. Gray) Cronquist,Agoseris aurantiaca,Agoseris aurantiaca (Hook.) Greene var. purpurea (A. Gray) Cronquist,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris Agoseris aurantiaca,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agoseris glauca (Pursh) Raf.,Agoseris glauca (Pursh) Raf.,Agoseris glauca (Pursh) Raf.,Plantae Agoseris Agoseris glauca (Pursh) Raf.,FAILED_FORCED_INPUT
Agoseris glauca (Pursh) Raf. var. agrestis (Osterh.) Q. Jones ex Cronquist,Agoseris glauca,Agoseris glauca (Pursh) Raf. var. agrestis (Osterh.) Q. Jones ex Cronquist,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris Agoseris glauca,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Agoseris glauca (Pursh) Raf. var. dasycephala (Torr. & A. Gray) Jeps.,Agoseris glauca,Agoseris glauca (Pursh) Raf. var. dasycephala (Torr. & A. Gray) Jeps.,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris Agoseris glauca,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agoseris glauca (Pursh) Raf. var. glauca,Agoseris glauca,Agoseris glauca (Pursh) Raf. var. glauca,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris Agoseris glauca,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agoseris glauca (Pursh) Raf. var. laciniata (D.C. Eaton) Smiley,Agoseris parviflora,Agoseris glauca (Pursh) Raf. var. laciniata (D.C. Eaton) Smiley,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris Agoseris parviflora,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Agoseris heterophylla (Nutt.) Greene,Agoseris heterophylla,Agoseris heterophylla (Nutt.) Greene,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris Agoseris heterophylla,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agoseris heterophylla (Nutt.) Greene var. heterophylla,Agoseris heterophylla,Agoseris heterophylla (Nutt.) Greene var. heterophylla,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Agoseris Agoseris heterophylla,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agoseris ×montana Osterh. (pro sp.) [aurantiaca var. purpurea × glauca var. dasycephala],Agoseris ×montana Osterh. (pro sp.) [aurantiaca var. purpurea × glauca var. dasycephala],Agoseris ×montana Osterh. (pro sp.) [aurantiaca var. purpurea × glauca var. dasycephala],Plantae Agoseris Agoseris ×montana Osterh. (pro sp.) [aurantiaca var. purpurea × glauca var. dasycephala],FORCE_ACCEPTED
Agrimonia L.,Agrimonia L.,Agrimonia L.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Agrimonia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agrimonia striata Michx.,Agrimonia striata,Agrimonia striata Michx.,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Agrimonia Agrimonia striata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agropyron Gaertn.,Agropyron Gaertn.,Agropyron Gaertn.,Plantae Tracheophyta Liliopsida Poales Poaceae Agropyron,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_SIMPLE
Agropyron cristatum (L.) Gaertn.,Agropyron cristatum,Agropyron cristatum (L.) Gaertn.,Plantae Tracheophyta Liliopsida Poales Poaceae Agropyron Agropyron cristatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agropyron cristatum (L.) Gaertn. ssp. cristatum,Agropyron cristatum,Agropyron cristatum (L.) Gaertn. ssp. cristatum,Plantae Tracheophyta Liliopsida Poales Poaceae Agropyron Agropyron cristatum,EXACT_MATCH_PRIMARY_SOURCE_MULT_ACCEPTED
Agropyron cristatum (L.) Gaertn. ssp. pectinatum (M. Bieb.) Tzvelev,Agropyron cristatum,Agropyron cristatum (L.) Gaertn. ssp. pectinatum (M. Bieb.) Tzvelev,Plantae Tracheophyta Liliopsida Poales Poaceae Agropyron Agropyron cristatum,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Agropyron desertorum (Fisch. ex Link) Schult.,Agropyron desertorum,Agropyron desertorum (Fisch. ex Link) Schult.,Plantae Tracheophyta Liliopsida Poales Poaceae Agropyron Agropyron desertorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
Agropyron fragile (Roth) P. Candargy,Agropyron fragile,Agropyron fragile (Roth) P. Candargy,Plantae Tracheophyta Liliopsida Poales Poaceae Agropyron Agropyron fragile,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Agrostemma L.,Agrostemma L.,Agrostemma L.,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Agrostemma,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AUTHOR_DISAMBIGUATION
