taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory
4VZBN,Scrophularia lanceolata Pursh,4VZBN,Scrophularia lanceolata Pursh,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Scrophulariaceae,G5R,Scrophularia,6458C,Scrophularia lanceolata,4VZBN,
36DF9,Dioscorea villosa L.,36DF9,Dioscorea villosa L.,10,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Dioscoreales,34W,Dioscoreaceae,623Y5,Dioscorea,8VRRX,Dioscorea villosa,36DF9,LC
3D39Z,Eurybia macrophylla (L.) Cass.,3D39Z,Eurybia macrophylla (L.) Cass.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Eurybia,4GPD,Eurybia macrophylla,3D39Z,
8SC4,Acalypha rhomboidea Raf.,8SC4,Acalypha rhomboidea Raf.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Malpighiales,MLP,Euphorbiaceae,N7XM4,Acalypha,8VT5Y,Acalypha rhomboidea,8SC4,
37W3P,Dryopteris carthusiana (Vill.) H.P.Fuchs,37W3P,Dryopteris carthusiana (Vill.) H.P.Fuchs,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Polypodiales,3VL,Dryopteridaceae,9H9,Dryopteris,48JM,Dryopteris carthusiana,37W3P,
9YBKM,Polygonum cespitosum Blume,5KB63,Persicaria posumbu subsp. posumbu,3,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Polygonaceae,627KD,Persicaria,6LSN,Persicaria posumbu,4F9W9,
6JYVK,Gaylussacia baccata (Wangenh.) K.Koch,6JYVK,Gaylussacia baccata (Wangenh.) K.Koch,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ericales,625QY,Ericaceae,623P8,Gaylussacia,4MHZ,Gaylussacia baccata,6JYVK,
353D2,Desmodium paniculatum (L.) DC.,353D2,Desmodium paniculatum (L.) DC.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Desmodium,9CKK7,Desmodium paniculatum,353D2,
6KG7Y,Geum virginianum L.,6KG7Y,Geum virginianum L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Geum,6356B,Geum virginianum,6KG7Y,
6GNJG,Erigeron annuus (L.) Pers.,6GNJG,Erigeron annuus (L.) Pers.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Erigeron,633LL,Erigeron annuus,6GNJG,
4RHKL,Ranunculus recurvatus Poir.,4RHKL,Ranunculus recurvatus Poir.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Ranunculaceae,FJR,Ranunculus,774N,Ranunculus recurvatus,4RHKL,
JTJ6,Aureolaria virginica (L.) Pennell,JTJ6,Aureolaria virginica (L.) Pennell,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Orobanchaceae,DQG,Aureolaria,62DL5,Aureolaria virginica,JTJ6,
6PYTF,Ligustrum vulgare L.,6PYTF,Ligustrum vulgare L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Oleaceae,QRMLH,Ligustrum,8VYWY,Ligustrum vulgare,6PYTF,
6BTYL,Cynoglossum virginianum L.,DQ4P,Andersonglossum virginianum (L.) J.I.Cohen,2,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Boraginales,TW,Boraginaceae,622G7,Andersonglossum,VPS,Andersonglossum virginianum,DQ4P,
43794,Microstegium vimineum (Trin.) A.Camus,43794,Microstegium vimineum (Trin.) A.Camus,10,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Microstegium,8VZDP,Microstegium vimineum,43794,
43P8Q,Mitchella repens L.,43P8Q,Mitchella repens L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Rubiaceae,SGJN5,Mitchella,8VZFL,Mitchella repens,43P8Q,LC
66XGH,Antennaria plantaginifolia (L.) Hook.,66XGH,Antennaria plantaginifolia (L.) Hook.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Antennaria,X99,Antennaria plantaginifolia,66XGH,
4QLWG,Pycnanthemum verticillatum (Michx.) Pers.,4QLWG,Pycnanthemum verticillatum (Michx.) Pers.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Pycnanthemum,8W2XL,Pycnanthemum verticillatum,4QLWG,
4XDFW,Silene vulgaris (Moench) Garcke,4XDFW,Silene vulgaris (Moench) Garcke,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Caryophyllaceae,7RZ,Silene,644QW,Silene vulgaris,4XDFW,LC
6XHYD,Sambucus canadensis L.,6XHYD,Sambucus canadensis L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Dipsacales,35C,Viburnaceae,HTT,Sambucus,7C39,Sambucus canadensis,6XHYD,
6NVYM,Laportea canadensis (L.) Wedd.,6NVYM,Laportea canadensis (L.) Wedd.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Urticaceae,HQS,Laportea,62XBH,Laportea canadensis,6NVYM,
79VF,Ribes L.,79VF,Ribes L.,2,GENUS,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Saxifragales,424,Grossulariaceae,625DC,Ribes,79VF,,,
56WNF,Tilia americana L.,56WNF,Tilia americana L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Malvales,3HP,Malvaceae,CDB,Tilia,7WX3,Tilia americana,56WNF,LC
6J8P,Parthenium L.,6J8P,Parthenium L.,2,GENUS,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Parthenium,6J8P,,,
4XCGC,Silene latifolia Poir.,4XCGC,Silene latifolia Poir.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Caryophyllaceae,7RZ,Silene,644QW,Silene latifolia,4XCGC,
73R6J,Morus rubra L.,73R6J,Morus rubra L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Moraceae,CXM,Morus,5VCQ,Morus rubra,73R6J,LC
62DL5,Aureolaria Raf.,62DL5,Aureolaria Raf.,2,GENUS,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Orobanchaceae,DQG,Aureolaria,62DL5,,,
4HM9F,Phytolacca americana L.,4HM9F,Phytolacca americana L.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Phytolaccaceae,625L4,Phytolacca,63MCK,Phytolacca americana,4HM9F,
3XJ9V,Maianthemum canadense Desf.,3XJ9V,Maianthemum canadense Desf.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Asparagales,SP,Asparagaceae,6T3,Maianthemum,8VZ4P,Maianthemum canadense,3XJ9V,
53Q78,Symphyotrichum cordifolium (L.) G.L.Nesom,53Q78,Symphyotrichum cordifolium (L.) G.L.Nesom,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Symphyotrichum,7QW7,Symphyotrichum cordifolium,53Q78,
RC2F,Carex striatula Michx.,RC2F,Carex striatula Michx.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Cyperaceae,8W5,Carex,8VRHY,Carex striatula,RC2F,
VYHY,Clematis virginiana L.,VYHY,Clematis virginiana L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Ranunculaceae,FJR,Clematis,3QTB,Clematis virginiana,VYHY,
3NXVS,Hypopitys monotropa Crantz,3NXVS,Hypopitys monotropa Crantz,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ericales,625QY,Ericaceae,623P8,Hypopitys,638GG,Hypopitys monotropa,3NXVS,
B3GPN,Ageratina altissima (L.) R.M.King & H.Rob.,B3GPN,Ageratina altissima (L.) R.M.King & H.Rob.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Ageratina,QPD,Ageratina altissima,B3GPN,
4Y2BH,Solanum dulcamara L.,4Y2BH,Solanum dulcamara L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Solanales,43W,Solanaceae,626XM,Solanum,63SD9,Solanum dulcamara,4Y2BH,
3L53Y,Hesperis matronalis L.,3L53Y,Hesperis matronalis L.,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Hesperis,C7DHY,Hesperis matronalis,3L53Y,
7NJ5M,Oxalis stricta L.,7NJ5M,Oxalis stricta L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Oxalidales,3QP,Oxalidaceae,DSG,Oxalis,6B6T,Oxalis stricta,7NJ5M,
3CGSK,Euonymus alatus (Thunb.) Siebold,3CGSK,Euonymus alatus (Thunb.) Siebold,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Celastrales,W8,Celastraceae,622JV,Euonymus,4G5H,Euonymus alatus,3CGSK,
75BZ2,Osmunda cinnamomea L.,5K3H4,Osmundastrum cinnamomeum subsp. cinnamomeum,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Osmundales,3QG,Osmundaceae,626HS,Osmundastrum,63GQ7,Osmundastrum cinnamomeum,6TBXL,
55XD6,Teucrium canadense L.,55XD6,Teucrium canadense L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Teucrium,8W44L,Teucrium canadense,55XD6,
97H4,Achillea millefolium L.,97H4,Achillea millefolium L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Achillea,MRG,Achillea millefolium,97H4,LC
H6MW,Asclepias purpurascens L.,H6MW,Asclepias purpurascens L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Apocynaceae,6L2,Asclepias,33PC,Asclepias purpurascens,H6MW,
45JDV,Nabalus serpentarius (Pursh) Hook.,45JDV,Nabalus serpentarius (Pursh) Hook.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Nabalus,5WYN,Nabalus serpentarius,45JDV,
LK9J,Berberis thunbergii DC.,LK9J,Berberis thunbergii DC.,7,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Berberidaceae,76G,Berberis,39LV,Berberis thunbergii,LK9J,
9KFLH,Lindera benzoin (L.) Blume,9KFLH,Lindera benzoin (L.) Blume,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Laurales,3F8,Lauraceae,BTB,Lindera,62Z2Q,Lindera benzoin,9KFLH,LC
GND9,Arisaema triphyllum (L.) Schott,GND9,Arisaema triphyllum (L.) Schott,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Alismatales,62287,Araceae,6M4,Arisaema,8VV75,Arisaema triphyllum,GND9,
3SKWL,Lathyrus latifolius L.,3SKWL,Lathyrus latifolius L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Lathyrus,9CL5V,Lathyrus latifolius,3SKWL,LC
94F5,Acer negundo L.,94F5,Acer negundo L.,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Sapindales,3ZY,Sapindaceae,FY3,Acer,MLD,Acer negundo,94F5,LC
33J7B,Cypripedium parviflorum Salisb.,33J7B,Cypripedium parviflorum Salisb.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Asparagales,SP,Orchidaceae,DPL,Cypripedium,8VWPC,Cypripedium parviflorum,33J7B,LC
8WZ6C,Oplismenus undulatifolius (Ard.) P.Beauv.,8WZ6C,Oplismenus undulatifolius (Ard.) P.Beauv.,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Oplismenus,8VZX2,Oplismenus undulatifolius,8WZ6C,
FR6X,Apocynum cannabinum L.,FR6X,Apocynum cannabinum L.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Apocynaceae,6L2,Apocynum,YV8,Apocynum cannabinum,FR6X,
5ZTY3,Conopholis americana (L.) Wallr.,5ZTY3,Conopholis americana (L.) Wallr.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Orobanchaceae,DQG,Conopholis,3TDR,Conopholis americana,5ZTY3,
6ZGPC,Stachys byzantina K.Koch,6ZGPC,Stachys byzantina K.Koch,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Stachys,8W3RD,Stachys byzantina,6ZGPC,
YGJT,Cornus florida L.,YGJT,Cornus florida L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Cornales,ZT,Cornaceae,M2QBC,Cornus,8VWH2,Cornus florida,YGJT,LC
75X4Y,Pedicularis canadensis L.,75X4Y,Pedicularis canadensis L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Orobanchaceae,DQG,Pedicularis,6JYZ,Pedicularis canadensis,75X4Y,
6GYVB,Euphorbia corollata L.,6GYVB,Euphorbia corollata L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Malpighiales,MLP,Euphorbiaceae,N7XM4,Euphorbia,8VRY5,Euphorbia corollata,6GYVB,
72LVD,Lobelia inflata L.,72LVD,Lobelia inflata L.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Campanulaceae,LZZSM,Lobelia,8VYZ5,Lobelia inflata,72LVD,
723GG,Lespedeza cuneata (Dum.Cours.) G.Don,723GG,Lespedeza cuneata (Dum.Cours.) G.Don,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Lespedeza,9CL6Z,Lespedeza cuneata,723GG,LC
YP6K,Corydalis flavula (Raf.) DC.,YP6K,Corydalis flavula (Raf.) DC.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Papaveraceae,DX3,Corydalis,62LZP,Corydalis flavula,YP6K,
6BRM9,Cunila origanoides (L.) Britton,6BRM9,Cunila origanoides (L.) Britton,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Cunila,9JJFW,Cunila origanoides,6BRM9,
5ZXFY,Convolvulus arvensis L.,5ZXFY,Convolvulus arvensis L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Solanales,43W,Convolvulaceae,8J9,Convolvulus,3TL7,Convolvulus arvensis,5ZXFY,
VFQQ,Circaea canadensis (L.) Hill,VFQQ,Circaea canadensis (L.) Hill,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Myrtales,3LY,Onagraceae,DL8,Circaea,3Q3C,Circaea canadensis,VFQQ,
4W9WD,Sedum sarmentosum Bunge,4W9WD,Sedum sarmentosum Bunge,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Saxifragales,424,Crassulaceae,8N6,Sedum,7F44,Sedum sarmentosum,4W9WD,
34B7C,Datura stramonium L.,34B7C,Datura stramonium L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Solanales,43W,Solanaceae,626XM,Datura,426J,Datura stramonium,34B7C,
7FQFT,Verbascum thapsus L.,7FQFT,Verbascum thapsus L.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Scrophulariaceae,G5R,Verbascum,86BQ,Verbascum thapsus,7FQFT,
7RBX2,Aureolaria levigata (Raf.) Raf.,7RBX2,Aureolaria levigata (Raf.) Raf.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Orobanchaceae,DQG,Aureolaria,62DL5,Aureolaria levigata,7RBX2,
6B7N7,Cosmos bipinnatus Cav.,6B7N7,Cosmos bipinnatus Cav.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Cosmos,62NRV,Cosmos bipinnatus,6B7N7,
63RJB,Ruellia Plum. ex L.,63RJB,Ruellia Plum. ex L.,2,GENUS,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Acanthaceae,62332,Ruellia,63RJB,,,
NN2L,Buddleja davidii Franch.,NN2L,Buddleja davidii Franch.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Scrophulariaceae,G5R,Buddleja,62H6F,Buddleja davidii,NN2L,
GX3X,Artemisia vulgaris L.,GX3X,Artemisia vulgaris L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Artemisia,62CHR,Artemisia vulgaris,GX3X,
78XG,Rhizoclonium Kützing, 1843,78XG,Rhizoclonium Kützing, 1843,1,GENUS,ACCEPTED,Plantae,P,Chlorophyta,CGV7L,Ulvophyceae,K8,Cladophorales,YK,Cladophoraceae,624BP,Rhizoclonium,78XG,,,
7LCX,Spirogyra Link in C.G.D. Nees, 1820,7LCX,Spirogyra Link in C.G.D. Nees, 1820,1,GENUS,ACCEPTED,Plantae,P,Charophyta,KZS5S,Conjugatophyceae,622C9,Zygnematales,4C9,Zygnemataceae,J36,Spirogyra,7LCX,,,
6JK5R,Fragaria vesca L.,6JK5R,Fragaria vesca L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Fragaria,4KYG,Fragaria vesca,6JK5R,
6H23S,Erigeron philadelphicus L.,6H23S,Erigeron philadelphicus L.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Erigeron,633LL,Erigeron philadelphicus,6H23S,
7DFPH,Ulmus rubra Muhl.,7DFPH,Ulmus rubra Muhl.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Ulmaceae,HNB,Ulmus,84MS,Ulmus rubra,7DFPH,LC
4DTTQ,Parthenocissus quinquefolia (L.) Planch.,4DTTQ,Parthenocissus quinquefolia (L.) Planch.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Vitales,6237J,Vitaceae,6273G,Parthenocissus,6J8R,Parthenocissus quinquefolia,4DTTQ,LC
C2SV,Alnus serrulata (Aiton) Willd.,C2SV,Alnus serrulata (Aiton) Willd.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fagales,384,Betulaceae,LWT55,Alnus,8VTM3,Alnus serrulata,C2SV,LC
VJSBB,Andropogon virginicus L.,VJSBB,Andropogon virginicus L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Andropogon,8VTTT,Andropogon virginicus,VJSBB,LC
S4SV,Celtis occidentalis L.,S4SV,Celtis occidentalis L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Cannabaceae,7NV,Celtis,3K3G,Celtis occidentalis,S4SV,LC
7F6XV,Vaccinium pallidum Aiton,7F6XV,Vaccinium pallidum Aiton,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ericales,625QY,Ericaceae,623P8,Vaccinium,85LF,Vaccinium pallidum,7F6XV,
7KS4J,Silene latifolia subsp. alba (Mill.) Greuter & Burdet,7KS4J,Silene latifolia subsp. alba (Mill.) Greuter & Burdet,1,SUBSPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Caryophyllaceae,7RZ,Silene,644QW,Silene latifolia,4XCGC,
5B32W,Verbesina alternifolia (L.) Britton ex Kearney,5B32W,Verbesina alternifolia (L.) Britton ex Kearney,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Verbesina,86BT,Verbesina alternifolia,5B32W,
4JLVJ,Plantago rugelii Decne.,4JLVJ,Plantago rugelii Decne.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Plantaginaceae,6262K,Plantago,6RHN,Plantago rugelii,4JLVJ,
4TDNJ,Rosa multiflora Thunb.,4TDNJ,Rosa multiflora Thunb.,7,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Rosa,63S6D,Rosa multiflora,4TDNJ,
677XH,Anomodon attenuatus (Hedw.) Huebener,9M8ZX,Pseudanomodon attenuatus (Hedw.) Ignatov & Fedosov,2,SPECIES,SYNONYM,Plantae,P,Bryophyta,BJ5TM,Bryopsida,CHTRW,Hypnales,9JFXS,Neckeraceae,9JGCF,Pseudanomodon,9KVM4,Pseudanomodon attenuatus,9M8ZX,
8VZ38,Lycopus L.,8VZ38,Lycopus L.,1,GENUS,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Lycopus,8VZ38,,,
6JKWX,Frangula nigra Samp.,5HDCH,Frangula alnus subsp. alnus,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rhamnaceae,FN6,Frangula,4KZF,Frangula alnus,6JLFV,
56276,Thalictrum dioicum L.,56276,Thalictrum dioicum L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Ranunculaceae,FJR,Thalictrum,7V6B,Thalictrum dioicum,56276,
7JH2,Solidago L.,7JH2,Solidago L.,2,GENUS,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Solidago,7JH2,,,
RCKN,Carex vulpinoidea Michx.,RCKN,Carex vulpinoidea Michx.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Cyperaceae,8W5,Carex,8VRHY,Carex vulpinoidea,RCKN,LC
6QN36,Lonicera japonica Thunb.,6QN36,Lonicera japonica Thunb.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Dipsacales,35C,Caprifoliaceae,KV2D5,Lonicera,5GFJ,Lonicera japonica,6QN36,
338TY,Cynanchum laeve (Michx.) Pers.,338TY,Cynanchum laeve (Michx.) Pers.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Apocynaceae,6L2,Cynanchum,3YJD,Cynanchum laeve,338TY,
H6SB,Asclepias viridiflora Raf.,H6SB,Asclepias viridiflora Raf.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Apocynaceae,6L2,Asclepias,33PC,Asclepias viridiflora,H6SB,
6XL6Y,Saponaria officinalis L.,6XL6Y,Saponaria officinalis L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Caryophyllaceae,7RZ,Saponaria,63RPN,Saponaria officinalis,6XL6Y,
9CTBZ,Melilotus officinalis (L.) Lam.,9CTBZ,Melilotus officinalis (L.) Lam.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Melilotus,9CLBB,Melilotus officinalis,9CTBZ,
36Q7T,Dipsacus fullonum L.,36Q7T,Dipsacus fullonum L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Dipsacales,35C,Caprifoliaceae,KV2D5,Dipsacus,46H8,Dipsacus fullonum,36Q7T,
SSQS,Cercis canadensis L.,SSQS,Cercis canadensis L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Cercis,9CKBR,Cercis canadensis,SSQS,LC
7NQ2N,Cypripedium parviflorum var. pubescens (Willd.) O.W.Knight,7NQ2N,Cypripedium parviflorum var. pubescens (Willd.) O.W.Knight,1,VARIETY,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Asparagales,SP,Orchidaceae,DPL,Cypripedium,8VWPC,Cypripedium parviflorum,33J7B,
4JLMM,Plantago lanceolata L.,4JLMM,Plantago lanceolata L.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Plantaginaceae,6262K,Plantago,6RHN,Plantago lanceolata,4JLMM,
9KSG5,Viola eriocarpa (Nutt.) Schwein.,9KSG5,Viola eriocarpa (Nutt.) Schwein.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Malpighiales,MLP,Violaceae,6272Z,Viola,86VM,Viola eriocarpa,9KSG5,
723WW,Leucanthemum vulgare Lam.,723WW,Leucanthemum vulgare Lam.,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Leucanthemum,5DR2,Leucanthemum vulgare,723WW,
