taxonKey,scientificName,acceptedTaxonKey,acceptedScientificName,numberOfOccurrences,taxonRank,taxonomicStatus,kingdom,kingdomKey,phylum,phylumKey,class,classKey,order,orderKey,family,familyKey,genus,genusKey,species,speciesKey,iucnRedListCategory
VM7YP,Galium circaezans Michx.,VM7YP,Galium circaezans Michx.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Rubiaceae,SGJN5,Galium,8VXRS,Galium circaezans,VM7YP,
49L7W,Onoclea sensibilis L.,49L7W,Onoclea sensibilis L.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Polypodiales,3VL,Onocleaceae,DLR,Onoclea,68CH,Onoclea sensibilis,49L7W,LC
6ZJVS,Stellaria pubera Michx.,6ZJVS,Stellaria pubera Michx.,14,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Caryophyllaceae,7RZ,Stellaria,4PZ,Stellaria pubera,6ZJVS,
4W9BF,Sedum glaucophyllum R.T.Clausen,4W9BF,Sedum glaucophyllum R.T.Clausen,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Saxifragales,424,Crassulaceae,8N6,Sedum,7F44,Sedum glaucophyllum,4W9BF,
72LWC,Lobelia siphilitica L.,72LWC,Lobelia siphilitica L.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Campanulaceae,LZZSM,Lobelia,8VYZ5,Lobelia siphilitica,72LWC,LC
3VZBF,Lonicera maackii (Rupr.) Maxim.,3VZBF,Lonicera maackii (Rupr.) Maxim.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Dipsacales,35C,Caprifoliaceae,KV2D5,Lonicera,5GFJ,Lonicera maackii,3VZBF,
QBTT,Campanula rapunculoides L.,QBTT,Campanula rapunculoides L.,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Campanulaceae,LZZSM,Campanula,8VR3V,Campanula rapunculoides,QBTT,
4L8R6,Polygonatum biflorum (Walter) Elliott,4L8R6,Polygonatum biflorum (Walter) Elliott,15,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Asparagales,SP,Asparagaceae,6T3,Polygonatum,8W2LK,Polygonatum biflorum,4L8R6,
4ZRH7,Stellaria media (L.) Vill.,4ZRH7,Stellaria media (L.) Vill.,7,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Caryophyllaceae,7RZ,Stellaria,4PZ,Stellaria media,4ZRH7,
6QQP7,Lysimachia ciliata L.,6QQP7,Lysimachia ciliata L.,7,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ericales,625QY,Primulaceae,627BN,Lysimachia,62XTM,Lysimachia ciliata,6QQP7,LC
6SFBS,Obolaria virginica L.,6SFBS,Obolaria virginica L.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Gentianaceae,6247C,Obolaria,669R,Obolaria virginica,6SFBS,
R4BZ,Cardamine concatenata (Michx.) O.Schwarz,R4BZ,Cardamine concatenata (Michx.) O.Schwarz,11,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Cardamine,C6K8G,Cardamine concatenata,R4BZ,
4TK5X,Rubus flagellaris Willd.,4TK5X,Rubus flagellaris Willd.,7,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Rubus,643JJ,Rubus flagellaris,4TK5X,
43P95,Mitella diphylla L.,43P95,Mitella diphylla L.,7,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Saxifragales,424,Saxifragaceae,6278B,Mitella,5TSR,Mitella diphylla,43P95,
JFFF,Athyrium asplenioides (Michx.) Desv.,JFFF,Athyrium asplenioides (Michx.) Desv.,7,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Polypodiales,3VL,Athyriaceae,6VS,Athyrium,3535,Athyrium asplenioides,JFFF,
3YMX2,Medeola virginiana L.,3YMX2,Medeola virginiana L.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Liliales,623DL,Liliaceae,6259D,Medeola,8VZ7N,Medeola virginiana,3YMX2,
M9CF,Boehmeria cylindrica (L.) Sw.,M9CF,Boehmeria cylindrica (L.) Sw.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Urticaceae,HQS,Boehmeria,3B2D,Boehmeria cylindrica,M9CF,LC
6CMCY,Deparia acrostichoides (Sw.) M.Kato,6CMCY,Deparia acrostichoides (Sw.) M.Kato,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Polypodiales,3VL,Athyriaceae,6VS,Deparia,62PJV,Deparia acrostichoides,6CMCY,
67QDX,Aquilegia canadensis L.,67QDX,Aquilegia canadensis L.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Ranunculaceae,FJR,Aquilegia,ZHP,Aquilegia canadensis,67QDX,
627FW,Poaceae Barnhart,627FW,Poaceae Barnhart,16,FAMILY,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,,,,,
37XQX,Dryopteris spinulosa (O.F.Müll.) Kuntze,37W3P,Dryopteris carthusiana (Vill.) H.P.Fuchs,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Polypodiales,3VL,Dryopteridaceae,9H9,Dryopteris,48JM,Dryopteris carthusiana,37W3P,
53Q7D,Symphyotrichum divaricatum (Nutt.) G.L.Nesom,53Q7D,Symphyotrichum divaricatum (Nutt.) G.L.Nesom,8,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Symphyotrichum,7QW7,Symphyotrichum divaricatum,53Q7D,
562K5,Thalictrum thalictroides (L.) A.J.Eames & B.Boivin,562K5,Thalictrum thalictroides (L.) A.J.Eames & B.Boivin,15,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Ranunculaceae,FJR,Thalictrum,7V6B,Thalictrum thalictroides,562K5,
6Q3GP,Lespedeza violacea (L.) Pers.,6Q3GP,Lespedeza violacea (L.) Pers.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Lespedeza,9CL6Z,Lespedeza violacea,6Q3GP,
322XH,Cryptotaenia canadensis (L.) DC.,322XH,Cryptotaenia canadensis (L.) DC.,7,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Apiaceae,6KC,Cryptotaenia,62P6M,Cryptotaenia canadensis,322XH,
3PJJK,Impatiens capensis Meerb.,3PJJK,Impatiens capensis Meerb.,11,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ericales,625QY,Balsaminaceae,72Q,Impatiens,542F,Impatiens capensis,3PJJK,LC
3ZQV2,Menispermum canadense L.,3ZQV2,Menispermum canadense L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Menispermaceae,CLG,Menispermum,5P49,Menispermum canadense,3ZQV2,
KM6S,Barbarea vulgaris W.T.Aiton,KM6S,Barbarea vulgaris W.T.Aiton,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Barbarea,C6BVQ,Barbarea vulgaris,KM6S,DD
G4X9,Aralia racemosa L.,G4X9,Aralia racemosa L.,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Araliaceae,B7VYB,Aralia,8VV5X,Aralia racemosa,G4X9,
4W2LJ,Scutellaria serrata Andrews,4W2LJ,Scutellaria serrata Andrews,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Scutellaria,8W3H6,Scutellaria serrata,4W2LJ,
4C9MC,Panax quinquefolius L.,4C9MC,Panax quinquefolius L.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Araliaceae,B7VYB,Panax,8W23M,Panax quinquefolius,4C9MC,
3F5B8,Galium aparine L.,3F5B8,Galium aparine L.,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Rubiaceae,SGJN5,Galium,8VXRS,Galium aparine,3F5B8,
4Y7BT,Solidago juncea Aiton,4Y7BT,Solidago juncea Aiton,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Solidago,7JH2,Solidago juncea,4Y7BT,
W6WV,Clinopodium vulgare L.,W6WV,Clinopodium vulgare L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Clinopodium,8VWBG,Clinopodium vulgare,W6WV,
7NHK7,Malus pumila Mill.,7NHJZ,Malus domestica (Suckow) Borkh.,1,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Malus,5KQ9,Malus domestica,7NHJZ,
3F6N3,Galium triflorum Michx.,3F6N3,Galium triflorum Michx.,8,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Rubiaceae,SGJN5,Galium,8VXRS,Galium triflorum,3F6N3,LC
4V5VH,Sceptridium dissectum (Spreng.) Lyon,4V5VH,Sceptridium dissectum (Spreng.) Lyon,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Ophioglossales,623DM,Ophioglossaceae,KT8B2,Sceptridium,643BW,Sceptridium dissectum,4V5VH,
B3J92,Osmorhiza claytonii (Michx.) C.B.Clarke,B3J92,Osmorhiza claytonii (Michx.) C.B.Clarke,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Apiaceae,6KC,Osmorhiza,63GPW,Osmorhiza claytonii,B3J92,
3G6WF,Glechoma hederacea L.,3G6WF,Glechoma hederacea L.,8,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Glechoma,8VXW5,Glechoma hederacea,3G6WF,
7F83V,Uvularia perfoliata L.,7F83V,Uvularia perfoliata L.,10,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Liliales,623DL,Colchicaceae,8F4,Uvularia,8W4JY,Uvularia perfoliata,7F83V,
6KDTP,Geranium maculatum L.,6KDTP,Geranium maculatum L.,11,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Geraniales,39J,Geraniaceae,623GK,Geranium,4N5F,Geranium maculatum,6KDTP,
B7HT,Agrimonia rostellata Wallr.,B7HT,Agrimonia rostellata Wallr.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Agrimonia,QXS,Agrimonia rostellata,B7HT,
5BGM3,Viola cucullata Aiton,5BGM3,Viola cucullata Aiton,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Malpighiales,MLP,Violaceae,6272Z,Viola,86VM,Viola cucullata,5BGM3,LC
57LHS,Toxicodendron radicans (L.) Kuntze,57LHS,Toxicodendron radicans (L.) Kuntze,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Sapindales,3ZY,Anacardiaceae,6CK,Toxicodendron,7Y43,Toxicodendron radicans,57LHS,LC
B9ZBH,Ophioglossum pycnostichum (Fernald) Á.Löve & D.Löve,5JZZH,Ophioglossum vulgatum subsp. vulgatum,2,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Ophioglossales,623DM,Ophioglossaceae,KT8B2,Ophioglossum,68T2,Ophioglossum vulgatum,49XBM,
H6MZ,Asclepias quadrifolia Jacq.,H6MZ,Asclepias quadrifolia Jacq.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Apocynaceae,6L2,Asclepias,33PC,Asclepias quadrifolia,H6MZ,
6TJ3V,Packera aurea (L.) Á.Löve & D.Löve,6TJ3V,Packera aurea (L.) Á.Löve & D.Löve,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Packera,6C5T,Packera aurea,6TJ3V,
3QRSG,Juglans cinerea L.,3QRSG,Juglans cinerea L.,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fagales,384,Juglandaceae,BJB,Juglans,56VV,Juglans cinerea,3QRSG,EN
6TBXB,Osmunda regalis L.,6TBXB,Osmunda regalis L.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Osmundales,3QG,Osmundaceae,626HS,Osmunda,63H28,Osmunda regalis,6TBXB,LC
69BF9,Carex laxiflora Lam.,69BF9,Carex laxiflora Lam.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Cyperaceae,8W5,Carex,8VRHY,Carex laxiflora,69BF9,
6626F,Agastache nepetoides (L.) Kuntze,6626F,Agastache nepetoides (L.) Kuntze,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Agastache,8VTF7,Agastache nepetoides,6626F,
4TL9N,Rubus phoenicolasius Maxim.,4TL9N,Rubus phoenicolasius Maxim.,17,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Rubus,643JJ,Rubus phoenicolasius,4TL9N,
3RT52,Lactuca floridana (L.) Gaertn.,3RT52,Lactuca floridana (L.) Gaertn.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Lactuca,7NF36,Lactuca floridana,3RT52,
3F5K9,Galium concinnum Torr. & A.Gray,3F5K9,Galium concinnum Torr. & A.Gray,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Rubiaceae,SGJN5,Galium,8VXRS,Galium concinnum,3F5K9,
87BVH,Borodinia laevigata (Muhl. ex Willd.) P.J.Alexander & Windham,87BVH,Borodinia laevigata (Muhl. ex Willd.) P.J.Alexander & Windham,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Borodinia,C6JDN,Borodinia laevigata,87BVH,
35KM5,Dichanthelium boscii (Poir.) Gould & C.A.Clark,35KM5,Dichanthelium boscii (Poir.) Gould & C.A.Clark,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Dichanthelium,8VWWG,Dichanthelium boscii,35KM5,
37W7V,Dryopteris cristata (L.) A.Gray,37W7V,Dryopteris cristata (L.) A.Gray,8,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Polypodiales,3VL,Dryopteridaceae,9H9,Dryopteris,48JM,Dryopteris cristata,37W7V,
3JZ24,Hedeoma pulegioides (L.) Pers.,3JZ24,Hedeoma pulegioides (L.) Pers.,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Hedeoma,8VY4T,Hedeoma pulegioides,3JZ24,
59HM6,Tsuga canadensis (L.) Carrière,59HM6,Tsuga canadensis (L.) Carrière,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Pinopsida,C7ZVJ,Pinales,C7ZVH,Pinaceae,C7ZVG,Tsuga,C85JP,Tsuga canadensis,59HM6,NT
8VVRP,Bromus L.,8VVRP,Bromus L.,4,GENUS,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Bromus,8VVRP,,,
5Y495,Chimaphila maculata (L.) Pursh,5Y495,Chimaphila maculata (L.) Pursh,8,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ericales,625QY,Ericaceae,623P8,Chimaphila,3N66,Chimaphila maculata,5Y495,
6NHW6,Juniperus virginiana L.,6NHW6,Juniperus virginiana L.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Pinopsida,C7ZVJ,Cupressales,C6VNT,Cupressaceae,C6N4C,Juniperus,C7HCB,Juniperus virginiana,6NHW6,LC
6BYZW,Dactylis glomerata L.,6BYZW,Dactylis glomerata L.,5,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Dactylis,8VWQ7,Dactylis glomerata,6BYZW,
58TX7,Trillium cernuum L.,58TX7,Trillium cernuum L.,9,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Liliales,623DL,Melanthiaceae,CK6,Trillium,8W4DF,Trillium cernuum,58TX7,LC
QB5P,Campanula divaricata Michx.,QB5P,Campanula divaricata Michx.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Campanulaceae,LZZSM,Campanula,8VR3V,Campanula divaricata,QB5P,
RBFS,Carex radiata (Wahlenb.) Small,RBFS,Carex radiata (Wahlenb.) Small,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Cyperaceae,8W5,Carex,8VRHY,Carex radiata,RBFS,
6P8L5,Leonurus cardiaca L.,6P8L5,Leonurus cardiaca L.,11,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Leonurus,8VYSL,Leonurus cardiaca,6P8L5,
4F9W9,Persicaria posumbu (Buch.-Ham. ex D.Don) H.Gross,4F9W9,Persicaria posumbu (Buch.-Ham. ex D.Don) H.Gross,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Polygonaceae,627KD,Persicaria,6LSN,Persicaria posumbu,4F9W9,
66C63,Amianthium muscitoxicum (Walter) A.Gray,66C63,Amianthium muscitoxicum (Walter) A.Gray,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Liliales,623DL,Melanthiaceae,CK6,Amianthium,8VTNT,Amianthium muscitoxicum,66C63,
6HKJT,Eutrochium purpureum (L.) E.E.Lamont,6HKJT,Eutrochium purpureum (L.) E.E.Lamont,3,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Eutrochium,634Y2,Eutrochium purpureum,6HKJT,
45JD2,Nabalus albus (L.) Hook.,45JD2,Nabalus albus (L.) Hook.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Nabalus,5WYN,Nabalus albus,45JD2,
R4KL,Cardamine parviflora L.,R4KL,Cardamine parviflora L.,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Capparales,V5D96,Brassicaceae,C6GCC,Cardamine,C6K8G,Cardamine parviflora,R4KL,
5Z5MM,Chrysosplenium americanum Schwein. ex Hook.,5Z5MM,Chrysosplenium americanum Schwein. ex Hook.,9,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Saxifragales,424,Saxifragaceae,6278B,Chrysosplenium,3PLW,Chrysosplenium americanum,5Z5MM,LC
6NY5X,Lapsana communis L.,6NY5X,Lapsana communis L.,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Lapsana,62XBN,Lapsana communis,6NY5X,
45JDY,Nabalus trifoliolatus Cass.,45JDY,Nabalus trifoliolatus Cass.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Nabalus,5WYN,Nabalus trifoliolatus,45JDY,
564N6,Thaspium barbinode (Michx.) Nutt.,564N6,Thaspium barbinode (Michx.) Nutt.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Apiaceae,6KC,Thaspium,7VBD,Thaspium barbinode,564N6,
74RRV,Oplismenus hirtellus (L.) P.Beauv.,74RRV,Oplismenus hirtellus (L.) P.Beauv.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Poaceae,627FW,Oplismenus,8VZX2,Oplismenus hirtellus,74RRV,
44284,Monarda clinopodia L.,44284,Monarda clinopodia L.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Lamiales,3F4,Lamiaceae,PR82T,Monarda,8VZG8,Monarda clinopodia,44284,
33J4F,Cypripedium calceolus L.,33J4F,Cypripedium calceolus L.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Asparagales,SP,Orchidaceae,DPL,Cypripedium,8VWPC,Cypripedium calceolus,33J4F,LC
R9GJ,Carex gracilenta Boott ex Boeckeler,R9GJ,Carex gracilenta Boott ex Boeckeler,1,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Poales,627VM,Cyperaceae,8W5,Carex,8VRHY,Carex gracilenta,R9GJ,
4F9X4,Persicaria sagittata (L.) H.Gross,4F9X4,Persicaria sagittata (L.) H.Gross,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Caryophyllales,VW,Polygonaceae,627KD,Persicaria,6LSN,Persicaria sagittata,4F9X4,LC
6TB4T,Osmorhiza longistylis (Torr.) DC.,6TB4T,Osmorhiza longistylis (Torr.) DC.,9,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Apiaceae,6KC,Osmorhiza,63GPW,Osmorhiza longistylis,6TB4T,
5BCYC,Vicia tetrasperma (L.) Schreb.,5BCYC,Vicia tetrasperma (L.) Schreb.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Fabales,383,Fabaceae,623QT,Vicia,9CMDW,Vicia tetrasperma,5BCYC,
8W6KX,Aplectrum hyemale (Muhl. ex Willd.) Torr.,8W6KX,Aplectrum hyemale (Muhl. ex Willd.) Torr.,7,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Asparagales,SP,Orchidaceae,DPL,Aplectrum,8VV34,Aplectrum hyemale,8W6KX,
Q4PM,Caltha palustris L.,Q4PM,Caltha palustris L.,7,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Ranunculaceae,FJR,Caltha,3G2B,Caltha palustris,Q4PM,LC
YGGV,Cornus alternifolia L.fil.,YGGV,Cornus alternifolia L.fil.,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Cornales,ZT,Cornaceae,M2QBC,Cornus,8VWH2,Cornus alternifolia,YGGV,LC
7FNKC,Veratrum viride Aiton,7FNKC,Veratrum viride Aiton,10,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Liliales,623DL,Melanthiaceae,CK6,Veratrum,8W4LD,Veratrum viride,7FNKC,
3K5VQ,Helianthus divaricatus L.,3K5VQ,Helianthus divaricatus L.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Asterales,ST,Asteraceae,622TP,Helianthus,62TKF,Helianthus divaricatus,3K5VQ,LC
3P245,Hypoxis hirsuta (L.) Coville,3P245,Hypoxis hirsuta (L.) Coville,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Liliopsida,L2L,Asparagales,SP,Hypoxidaceae,BBT,Hypoxis,8VYGC,Hypoxis hirsuta,3P245,
3KVY8,Hepatica americana (DC.) Ker Gawl.,3KVY8,Hepatica americana (DC.) Ker Gawl.,14,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Ranunculales,3XS,Ranunculaceae,FJR,Hepatica,4VMW,Hepatica americana,3KVY8,
B9DBN,Dennstaedtia punctilobula (Michx.) T.Moore,BTSPD,Sitobolium punctilobulum (Michx.) Desv.,4,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Polypodiopsida,GV,Polypodiales,3VL,Dennstaedtiaceae,946,Sitobolium,BC6RL,Sitobolium punctilobulum,BTSPD,
78VDB,Ribes rotundifolium Michx.,78VDB,Ribes rotundifolium Michx.,2,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Saxifragales,424,Grossulariaceae,625DC,Ribes,79VF,Ribes rotundifolium,78VDB,
4HT3S,Pilea pumila (L.) A.Gray,4HT3S,Pilea pumila (L.) A.Gray,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Urticaceae,HQS,Pilea,63MFN,Pilea pumila,4HT3S,
79JB8,Sanicula canadensis L.,79JB8,Sanicula canadensis L.,6,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Apiales,B7VXH,Apiaceae,6KC,Sanicula,7C7R,Sanicula canadensis,79JB8,
4TL3H,Rubus occidentalis L.,4TL3H,Rubus occidentalis L.,9,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Rosales,3Z6,Rosaceae,FTK,Rubus,643JJ,Rubus occidentalis,4TL3H,
3F5Y2,Galium lanceolatum (Torr. & A.Gray) Torr.,VFFDD,Trichogalium lanceolatum (Torr. & A.Gray) Kadereit & Schneew.,6,SPECIES,SYNONYM,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Rubiaceae,SGJN5,Trichogalium,8WLMD,Trichogalium lanceolatum,VFFDD,
5BCDG,Viburnum recognitum Fernald,5BCDG,Viburnum recognitum Fernald,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Dipsacales,35C,Viburnaceae,HTT,Viburnum,86MY,Viburnum recognitum,5BCDG,LC
H6DB,Asclepias exaltata L.,H6DB,Asclepias exaltata L.,4,SPECIES,ACCEPTED,Plantae,P,Tracheophyta,TP,Magnoliopsida,MG,Gentianales,39D,Apocynaceae,6L2,Asclepias,33PC,Asclepias exaltata,H6DB,LC
