label,resolved_labels,resolved_scientific_names,resolved_taxonomic_labels,taxonopy_resolution_statuses
Cirsium pulcherrimum,Cirsium pulcherrimum,Cirsium pulcherrimum,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cirsium pulcherrimum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cirsium undulatum,Cirsium undulatum,Cirsium undulatum,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cirsium undulatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cirsium vulgare,Cirsium vulgare,Cirsium vulgare,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cirsium vulgare,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Claytonia lanceolata,Claytonia lanceolata,Claytonia lanceolata,Plantae Tracheophyta Magnoliopsida Caryophyllales Montiaceae Claytonia lanceolata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Clematis hirsutissima,Clematis hirsutissima,Clematis hirsutissima,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Clematis hirsutissima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Clematis ligusticifolia,Clematis ligusticifolia,Clematis ligusticifolia,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Clematis ligusticifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Clematis occidentalis,Clematis occidentalis,Clematis occidentalis,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Clematis occidentalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Clematis orientalis,Clematis orientalis,Clematis orientalis,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Clematis orientalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Coeloglossum viride,Dactylorhiza viridis,Coeloglossum viride,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Dactylorhiza viridis,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Collinsia parviflora,Collinsia parviflora,Collinsia parviflora,Plantae Tracheophyta Magnoliopsida Lamiales Plantaginaceae Collinsia parviflora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Collomia linearis,Collomia linearis,Collomia linearis,Plantae Tracheophyta Magnoliopsida Ericales Polemoniaceae Collomia linearis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Comandra umbellata,Comandra umbellata,Comandra umbellata,Plantae Tracheophyta Magnoliopsida Santalales Comandraceae Comandra umbellata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Conioselinum scopulorum,Kreidion scopulorum,Conioselinum scopulorum,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Kreidion scopulorum,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Conium maculatum,Conium maculatum,Conium maculatum,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Conium maculatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Conringia orientalis,Conringia orientalis,Conringia orientalis,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Conringia orientalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Consolida ajacis,Delphinium ajacis,Consolida ajacis,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium ajacis,MULTI_EXACT_MATCH_PRIMARY_SOURCE_SYNONYMS_INFRASPECIFIC_SCORE
Convolvulus arvensis,Convolvulus arvensis,Convolvulus arvensis,Plantae Tracheophyta Magnoliopsida Solanales Convolvulaceae Convolvulus arvensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Corallorhiza maculata,Corallorhiza maculata,Corallorhiza maculata,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Corallorhiza maculata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Corallorhiza wisteriana,Corallorhiza wisteriana,Corallorhiza wisteriana,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Corallorhiza wisteriana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Coreopsis lanceolata,Coreopsis lanceolata,Coreopsis lanceolata,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Coreopsis lanceolata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Coreopsis tinctoria,Coreopsis tinctoria,Coreopsis tinctoria,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Coreopsis tinctoria,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Corispermum americanum,Corispermum americanum,Corispermum americanum,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Corispermum americanum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Corispermum hyssopifolium,Corispermum hyssopifolium,Corispermum hyssopifolium,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Corispermum hyssopifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Corispermum villosum,Corispermum villosum,Corispermum villosum,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Corispermum villosum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Corispermum welshii,Corispermum welshii,Corispermum welshii,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Corispermum welshii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cornus alba,Cornus alba,Cornus alba,Plantae Tracheophyta Magnoliopsida Cornales Cornaceae Cornus alba,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Corydalis aurea,Corydalis aurea,Corydalis aurea,Plantae Tracheophyta Magnoliopsida Ranunculales Papaveraceae Corydalis aurea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Corylus cornuta,Corylus cornuta,Corylus cornuta,Plantae Tracheophyta Magnoliopsida Fagales Betulaceae Corylus cornuta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cosmos bipinnatus,Cosmos bipinnatus,Cosmos bipinnatus,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cosmos bipinnatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Crataegus succulenta,Crataegus succulenta,Crataegus succulenta,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Crataegus succulenta,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Crepis acuminata,Crepis acuminata,Crepis acuminata,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Crepis acuminata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Crepis atribarba,Crepis atribarba,Crepis atribarba,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Crepis atribarba,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Crepis intermedia,Crepis intermedia,Crepis intermedia,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Crepis intermedia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Crepis modocensis,Crepis modocensis,Crepis modocensis,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Crepis modocensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Crepis occidentalis,Crepis occidentalis,Crepis occidentalis,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Crepis occidentalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Crepis runcinata,Crepis runcinata,Crepis runcinata,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Crepis runcinata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Croton texensis,Croton texensis,Croton texensis,Plantae Tracheophyta Magnoliopsida Malpighiales Euphorbiaceae Croton texensis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Crucihimalaya virgata,Crucihimalaya virgata,Crucihimalaya virgata,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Crucihimalaya virgata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cryptantha ambigua,Cryptantha ambigua,Cryptantha ambigua,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cryptantha ambigua,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cryptantha crassisepala,Cryptantha crassisepala,Cryptantha crassisepala,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cryptantha crassisepala,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cryptantha fendleri,Cryptantha fendleri,Cryptantha fendleri,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cryptantha fendleri,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cryptantha kelseyana,Cryptantha kelseyana,Cryptantha kelseyana,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cryptantha kelseyana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cryptantha minima,Cryptantha minima,Cryptantha minima,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cryptantha minima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cucurbita foetidissima,Cucurbita foetidissima,Cucurbita foetidissima,Plantae Tracheophyta Magnoliopsida Cucurbitales Cucurbitaceae Cucurbita foetidissima,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cuscuta campestris,Cuscuta campestris,Cuscuta campestris,Plantae Tracheophyta Magnoliopsida Solanales Convolvulaceae Cuscuta campestris,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cuscuta cuspidata,Cuscuta cuspidata,Cuscuta cuspidata,Plantae Tracheophyta Magnoliopsida Solanales Convolvulaceae Cuscuta cuspidata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cuscuta indecora,Cuscuta indecora,Cuscuta indecora,Plantae Tracheophyta Magnoliopsida Solanales Convolvulaceae Cuscuta indecora,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cuscuta occidentalis,Cuscuta occidentalis,Cuscuta occidentalis,Plantae Tracheophyta Magnoliopsida Solanales Convolvulaceae Cuscuta occidentalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cyclachaena xanthiifolia,Cyclachaena xanthiifolia,Cyclachaena xanthiifolia,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Cyclachaena xanthiifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cycloloma atriplicifolium,Dysphania atriplicifolia,Cycloloma atriplicifolium,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Dysphania atriplicifolia,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cymopterus glomeratus,Cymopterus glomeratus,Cymopterus glomeratus,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Cymopterus glomeratus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cymopterus lemmonii,Cymopterus lemmonii,Cymopterus lemmonii,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Cymopterus lemmonii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cynodon dactylon,Cynodon dactylon,Cynodon dactylon,Plantae Tracheophyta Liliopsida Poales Poaceae Cynodon dactylon,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cynoglossum officinale,Cynoglossum officinale,Cynoglossum officinale,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Cynoglossum officinale,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Cyperus acuminatus,Cyperus acuminatus,Cyperus acuminatus,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus acuminatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Cyperus bipartitus,Cyperus bipartitus,Cyperus bipartitus,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus bipartitus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cyperus erythrorhizos,Cyperus erythrorhizos,Cyperus erythrorhizos,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus erythrorhizos,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Cyperus esculentus,Cyperus esculentus,Cyperus esculentus,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus esculentus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Cyperus lupulinus,Cyperus lupulinus,Cyperus lupulinus,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus lupulinus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cyperus schweinitzii,Cyperus schweinitzii,Cyperus schweinitzii,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus schweinitzii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cyperus squarrosus,Cyperus squarrosus,Cyperus squarrosus,Plantae Tracheophyta Liliopsida Poales Cyperaceae Cyperus squarrosus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Cypripedium parviflorum,Cypripedium parviflorum,Cypripedium parviflorum,Plantae Tracheophyta Liliopsida Asparagales Orchidaceae Cypripedium parviflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Cyrtorhyncha cymbalaria,Halerpestes cymbalaria,Cyrtorhyncha cymbalaria,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Halerpestes cymbalaria,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Cyrtorhyncha ranunculina,Cyrtorhyncha ranunculina,Cyrtorhyncha ranunculina,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Cyrtorhyncha ranunculina,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Cystopteris fragilis,Cystopteris fragilis,Cystopteris fragilis,Plantae Tracheophyta Polypodiopsida Polypodiales Cystopteridaceae Cystopteris fragilis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_INNER_RANK_DISAMBIGUATION
Dactylis glomerata,Dactylis glomerata,Dactylis glomerata,Plantae Tracheophyta Liliopsida Poales Poaceae Dactylis glomerata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dalea candida,Dalea candida,Dalea candida,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea candida,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dalea cylindriceps,Dalea cylindriceps,Dalea cylindriceps,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea cylindriceps,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dalea purpurea,Dalea purpurea,Dalea purpurea,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea purpurea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dalea villosa,Dalea villosa,Dalea villosa,Plantae Tracheophyta Magnoliopsida Fabales Fabaceae Dalea villosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Danthonia californica,Danthonia californica,Danthonia californica,Plantae Tracheophyta Liliopsida Poales Poaceae Danthonia californica,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Danthonia parryi,Danthonia parryi,Danthonia parryi,Plantae Tracheophyta Liliopsida Poales Poaceae Danthonia parryi,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Danthonia spicata,Danthonia spicata,Danthonia spicata,Plantae Tracheophyta Liliopsida Poales Poaceae Danthonia spicata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dasiphora fruticosa,Dasiphora fruticosa,Dasiphora fruticosa,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Dasiphora fruticosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dasyochloa pulchella,Dasyochloa pulchella,Dasyochloa pulchella,Plantae Tracheophyta Liliopsida Poales Poaceae Dasyochloa pulchella,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Datura stramonium,Datura stramonium,Datura stramonium,Plantae Tracheophyta Magnoliopsida Solanales Solanaceae Datura stramonium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Daucus carota,Daucus carota,Daucus carota,Plantae Tracheophyta Magnoliopsida Apiales Apiaceae Daucus carota,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Delphinium carolinianum,Delphinium carolinianum,Delphinium carolinianum,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium carolinianum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Delphinium geyeri,Delphinium geyeri,Delphinium geyeri,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium geyeri,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Delphinium nuttallianum,Delphinium nuttallianum,Delphinium nuttallianum,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium nuttallianum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Delphinium occidentale,Delphinium occidentale,Delphinium occidentale,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium occidentale,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Delphinium ramosum,Delphinium ramosum,Delphinium ramosum,Plantae Tracheophyta Magnoliopsida Ranunculales Ranunculaceae Delphinium ramosum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Deschampsia caespitosa,Deschampsia cespitosa,Deschampsia caespitosa,Plantae Tracheophyta Liliopsida Poales Poaceae Deschampsia cespitosa,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Descurainia incana,Descurainia incana,Descurainia incana,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia incana,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Descurainia incisa,Descurainia incisa,Descurainia incisa,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia incisa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Descurainia longepedicellata,Descurainia longepedicellata,Descurainia longepedicellata,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia longepedicellata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Descurainia nelsonii,Descurainia nelsonii,Descurainia nelsonii,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia nelsonii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Descurainia pinnata,Descurainia pinnata,Descurainia pinnata,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia pinnata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Descurainia sophia,Descurainia sophia,Descurainia sophia,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Descurainia sophia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Dianthus armeria,Dianthus armeria,Dianthus armeria,Plantae Tracheophyta Magnoliopsida Caryophyllales Caryophyllaceae Dianthus armeria,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Diaperia prolifera,Diaperia prolifera,Diaperia prolifera,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Diaperia prolifera,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dichanthelium acuminatum,Dichanthelium acuminatum,Dichanthelium acuminatum,Plantae Tracheophyta Liliopsida Poales Poaceae Dichanthelium acuminatum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dichanthelium linearifolium,Dichanthelium linearifolium,Dichanthelium linearifolium,Plantae Tracheophyta Liliopsida Poales Poaceae Dichanthelium linearifolium,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dichanthelium oligosanthes,Dichanthelium oligosanthes,Dichanthelium oligosanthes,Plantae Tracheophyta Liliopsida Poales Poaceae Dichanthelium oligosanthes,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dieteria bigelovii,Dieteria bigelovii,Dieteria bigelovii,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Dieteria bigelovii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dieteria canescens,Dieteria canescens,Dieteria canescens,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Dieteria canescens,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Digitaria ischaemum,Digitaria ischaemum,Digitaria ischaemum,Plantae Tracheophyta Liliopsida Poales Poaceae Digitaria ischaemum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Digitaria sanguinalis,Digitaria sanguinalis,Digitaria sanguinalis,Plantae Tracheophyta Liliopsida Poales Poaceae Digitaria sanguinalis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Diplachne fusca,Diplachne fusca,Diplachne fusca,Plantae Tracheophyta Liliopsida Poales Poaceae Diplachne fusca,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Dipsacus fullonum,Dipsacus fullonum,Dipsacus fullonum,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Dipsacus fullonum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Dipsacus laciniatus,Dipsacus laciniatus,Dipsacus laciniatus,Plantae Tracheophyta Magnoliopsida Dipsacales Caprifoliaceae Dipsacus laciniatus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Distichlis spicata,Distichlis spicata,Distichlis spicata,Plantae Tracheophyta Liliopsida Poales Poaceae Distichlis spicata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Dodecatheon pulchellum,Dodecatheon pulchellum,Dodecatheon pulchellum,Plantae Tracheophyta Magnoliopsida Ericales Primulaceae Dodecatheon pulchellum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Draba nemorosa,Draba nemorosa,Draba nemorosa,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Draba nemorosa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Draba reptans,Tomostima reptans,Draba reptans,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Tomostima reptans,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Draba streptocarpa,Draba streptocarpa,Draba streptocarpa,Plantae Tracheophyta Magnoliopsida Brassicales Brassicaceae Draba streptocarpa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dracocephalum parviflorum,Dracocephalum parviflorum,Dracocephalum parviflorum,Plantae Tracheophyta Magnoliopsida Lamiales Lamiaceae Dracocephalum parviflorum,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Drymocallis fissa,Drymocallis fissa,Drymocallis fissa,Plantae Tracheophyta Magnoliopsida Rosales Rosaceae Drymocallis fissa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dryopteris filix-mas,Dryopteris filix-mas,Dryopteris filix-mas,Plantae Tracheophyta Polypodiopsida Polypodiales Dryopteridaceae Dryopteris filix-mas,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dysphania botrys,Dysphania botrys,Dysphania botrys,Plantae Tracheophyta Magnoliopsida Caryophyllales Amaranthaceae Dysphania botrys,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Dyssodia papposa,Dyssodia papposa,Dyssodia papposa,Plantae Tracheophyta Magnoliopsida Asterales Asteraceae Dyssodia papposa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Echinocereus viridiflorus,Echinocereus viridiflorus,Echinocereus viridiflorus,Plantae Tracheophyta Magnoliopsida Caryophyllales Cactaceae Echinocereus viridiflorus,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Echinochloa crus-galli,Echinochloa crus-galli,Echinochloa crus-galli,Plantae Tracheophyta Liliopsida Poales Poaceae Echinochloa crus-galli,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Echinochloa frumentacea,Echinochloa frumentacea,Echinochloa frumentacea,Plantae Tracheophyta Liliopsida Poales Poaceae Echinochloa frumentacea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Echinochloa muricata,Echinochloa muricata,Echinochloa muricata,Plantae Tracheophyta Liliopsida Poales Poaceae Echinochloa muricata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Echinocystis lobata,Echinocystis lobata,Echinocystis lobata,Plantae Tracheophyta Magnoliopsida Cucurbitales Cucurbitaceae Echinocystis lobata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Echium vulgare,Echium vulgare,Echium vulgare,Plantae Tracheophyta Magnoliopsida Boraginales Boraginaceae Echium vulgare,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Eichhornia crassipes,Pontederia crassipes,Eichhornia crassipes,Plantae Tracheophyta Liliopsida Commelinales Pontederiaceae Pontederia crassipes,EXACT_MATCH_PRIMARY_SOURCE_SYNONYM_SIMPLE
Elaeagnus angustifolia,Elaeagnus angustifolia,Elaeagnus angustifolia,Plantae Tracheophyta Magnoliopsida Rosales Elaeagnaceae Elaeagnus angustifolia,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Elaeagnus umbellata,Elaeagnus umbellata,Elaeagnus umbellata,Plantae Tracheophyta Magnoliopsida Rosales Elaeagnaceae Elaeagnus umbellata,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Elatine rubella,Elatine rubella,Elatine rubella,Plantae Tracheophyta Magnoliopsida Malpighiales Elatinaceae Elatine rubella,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
Eleocharis acicularis,Eleocharis acicularis,Eleocharis acicularis,Plantae Tracheophyta Liliopsida Poales Cyperaceae Eleocharis acicularis,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Eleocharis atropurpurea,Eleocharis atropurpurea,Eleocharis atropurpurea,Plantae Tracheophyta Liliopsida Poales Cyperaceae Eleocharis atropurpurea,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_MULTI_RESULT_DISAMBIGUATION
Eleocharis compressa,Eleocharis compressa,Eleocharis compressa,Plantae Tracheophyta Liliopsida Poales Cyperaceae Eleocharis compressa,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED_AMONG_SYNONYMS_SIMPLE
Eleocharis engelmannii,Eleocharis engelmannii,Eleocharis engelmannii,Plantae Tracheophyta Liliopsida Poales Cyperaceae Eleocharis engelmannii,EXACT_MATCH_PRIMARY_SOURCE_ACCEPTED
